date,day,month,year,hour,israel_energy_demand,jordan_energy_demand,west_bank_energy_demand,gaza_energy_demand,israel_wind,israel_solar,jordan_wind,jordan_solar,west_bank_wind,west_bank_solar,gaza_wind,gaza_solar
2030-01-01 00:00:00,1,1,2030,0,8859.595336800774,2800.194381765896,889.253544096609,231.20592150821884,0.451,0.0,0.63,0.0,0.55,0.0,0.227,0.0
2030-01-01 01:00:00,1,1,2030,1,7969.387221880703,2590.607531399508,822.5595282354875,213.8654772693925,0.499,0.0,0.635,0.0,0.494,0.0,0.289,0.0
2030-01-01 02:00:00,1,1,2030,2,7393.653330525713,2460.8632906965054,781.272756460626,203.1309166869462,0.523,0.0,0.659,0.0,0.491,0.0,0.373,0.0
2030-01-01 03:00:00,1,1,2030,3,7120.323142528798,2379.594920146273,755.8655123743662,196.52503321015178,0.516,0.0,0.626,0.0,0.501,0.0,0.435,0.0
2030-01-01 04:00:00,1,1,2030,4,7071.696861426877,2470.843616904429,784.4486621060977,203.9566521439937,0.502,0.002,0.563,0.006,0.504,0.001,0.485,0.0
2030-01-01 05:00:00,1,1,2030,5,7400.099880232219,2700.3911196866634,857.4944888989912,222.94856711732945,0.402,0.241,0.368,0.17,0.41,0.229,0.449,0.205
2030-01-01 06:00:00,1,1,2030,6,8084.427428608608,2919.958296260975,927.3644102259988,241.11474663361764,0.152,0.482,0.142,0.324,0.231,0.477,0.333,0.451
2030-01-01 07:00:00,1,1,2030,7,9157.248215014703,3210.8135171775957,1019.4656701733799,265.06107416965284,0.093,0.622,0.133,0.484,0.267,0.636,0.252,0.613
2030-01-01 08:00:00,1,1,2030,8,9796.047060498728,3490.262650999447,1108.3910244752894,288.18166642822604,0.258,0.648,0.204,0.541,0.161,0.723,0.195,0.707
2030-01-01 09:00:00,1,1,2030,9,10471.683614639182,3679.8888489499886,1168.733229225053,303.87063957337176,0.334,0.747,0.251,0.559,0.098,0.751,0.146,0.751
2030-01-01 10:00:00,1,1,2030,10,11122.123696654728,3821.0391767477604,1213.1959064658004,315.4309356128656,0.28,0.738,0.244,0.614,0.065,0.726,0.153,0.73
