scenario,season,variable,value
BAU,Jan-Apr,co2,4.132
BAU,May-Sep,co2,4.488
BAU,May-Sep,co2,5.559
BAU,May-Sep,co2,5.789
BAU,May-Sep,co2,6.1
BAU,May-Sep,co2,5.477
BAU,Oct-Dec,co2,5.191
BAU,Oct-Dec,co2,5.184
BAU,Oct-Dec,co2,5.378
BAU,Jan-Apr,co2,5.515
BAU,Jan-Apr,co2,5.064
BAU,Jan-Apr,co2,4.579
BAU,Jan-Apr,co2,5.467
BAU,May-Sep,co2,4.523
BAU,May-Sep,co2,5.324
BAU,May-Sep,co2,6.399
BAU,May-Sep,co2,6.18
BAU,May-Sep,co2,5.094
BAU,Oct-Dec,co2,5.821
BAU,Oct-Dec,co2,5.192
BAU,Oct-Dec,co2,5.234
BAU,Jan-Apr,co2,5.294
BAU,Jan-Apr,co2,4.936
BAU,Jan-Apr,co2,4.432
BAU,Jan-Apr,co2,4.36
BAU,May-Sep,co2,4.857
BAU,May-Sep,co2,5.725
BAU,May-Sep,co2,6.65
BAU,May-Sep,co2,6.251
BAU,May-Sep,co2,5.593
BAU,Oct-Dec,co2,5.436
BAU,Oct-Dec,co2,5.284
BAU,Oct-Dec,co2,5.282
BAU,Jan-Apr,co2,5.681
BAU,Jan-Apr,co2,5.304
BAU,Jan-Apr,co2,4.186
BAU,Jan-Apr,co2,4.299
BAU,May-Sep,co2,5.433
BAU,May-Sep,co2,5.906
BAU,May-Sep,co2,6.736
BAU,May-Sep,co2,5.746
BAU,May-Sep,co2,5.734
BAU,Oct-Dec,co2,5.339
BAU,Oct-Dec,co2,4.497
BAU,Oct-Dec,co2,5.511
BAU,Jan-Apr,co2,6.009
BAU,Jan-Apr,co2,6.38
BAU,Jan-Apr,co2,4.46
BAU,Jan-Apr,co2,4.216
BAU,May-Sep,co2,5.779
BAU,May-Sep,co2,5.596
BAU,May-Sep,co2,6.518
BAU,May-Sep,co2,5.557
BAU,May-Sep,co2,5.374
BAU,Oct-Dec,co2,5.42
BAU,Oct-Dec,co2,4.694
BAU,Oct-Dec,co2,5.551
BAU,Jan-Apr,co2,5.708
BAU,Jan-Apr,co2,5.394
BAU,Jan-Apr,co2,4.517
BAU,Jan-Apr,co2,3.904
BAU,May-Sep,co2,5.881
BAU,May-Sep,co2,5.609
BAU,May-Sep,co2,6.453
BAU,May-Sep,co2,6.024
BAU,May-Sep,co2,5.241
BAU,Oct-Dec,co2,4.909
BAU,Oct-Dec,co2,4.559
BAU,Oct-Dec,co2,5.424
BAU,Jan-Apr,co2,5.958
BAU,Jan-Apr,co2,5.3
BAU,Jan-Apr,co2,4.684
BAU,Jan-Apr,co2,3.986
BAU,May-Sep,co2,5.601
BAU,May-Sep,co2,5.702
BAU,May-Sep,co2,5.823
BAU,May-Sep,co2,6.007
BAU,May-Sep,co2,5.699
BAU,Oct-Dec,co2,4.641
BAU,Oct-Dec,co2,4.559
BAU,Oct-Dec,co2,5.576
BAU,Jan-Apr,co2,5.863
BAU,Jan-Apr,co2,5.098
BAU,Jan-Apr,co2,4.63
BAU,Jan-Apr,co2,3.878
BAU,May-Sep,co2,5.946
BAU,May-Sep,co2,5.698
BAU,May-Sep,co2,5.503
BAU,May-Sep,co2,5.94
BAU,May-Sep,co2,5.31
BAU,Oct-Dec,co2,5.129
BAU,Oct-Dec,co2,4.881
BAU,Oct-Dec,co2,5.28
BAU,Jan-Apr,co2,5.522
BAU,Jan-Apr,co2,5.055
BAU,Jan-Apr,co2,4.548
BAU,Jan-Apr,co2,4.194
BAU,May-Sep,co2,6.391
BAU,May-Sep,co2,5.565
BAU,May-Sep,co2,6.122
BAU,May-Sep,co2,6.014
BAU,May-Sep,co2,5.258
BAU,Oct-Dec,co2,5.628
BAU,Oct-Dec,co2,5.156
BAU,Oct-Dec,co2,5.384
BAU,Jan-Apr,co2,5.935
BAU,Jan-Apr,co2,4.84
BAU,Jan-Apr,co2,4.617
BAU,Jan-Apr,co2,4.403
BAU,May-Sep,co2,6.256
BAU,May-Sep,co2,5.362
BAU,May-Sep,co2,6.633
BAU,May-Sep,co2,6.207
BAU,May-Sep,co2,5.25
BAU,Oct-Dec,co2,5.794
BAU,Oct-Dec,co2,4.992
BAU,Oct-Dec,co2,5.513
BAU,Jan-Apr,co2,6.074
BAU,Jan-Apr,co2,4.828
BAU,Jan-Apr,co2,4.231
BAU,Jan-Apr,co2,4.37
BAU,May-Sep,co2,5.75
BAU,May-Sep,co2,5.748
BAU,May-Sep,co2,6.767
BAU,May-Sep,co2,6.085
BAU,May-Sep,co2,5.181
BAU,Oct-Dec,co2,5.59
BAU,Oct-Dec,co2,5.109
BAU,Oct-Dec,co2,5.44
BAU,Jan-Apr,co2,6.296
BAU,Jan-Apr,co2,4.865
BAU,Jan-Apr,co2,4.544
BAU,Jan-Apr,co2,4.874
BAU,May-Sep,co2,5.307
BAU,May-Sep,co2,5.881
BAU,May-Sep,co2,7.092
BAU,May-Sep,co2,5.837
BAU,May-Sep,co2,5.483
BAU,Oct-Dec,co2,5.251
BAU,Oct-Dec,co2,5.133
BAU,Oct-Dec,co2,5.353
BAU,Jan-Apr,co2,6.405
BAU,Jan-Apr,co2,4.928
BAU,Jan-Apr,co2,4.302
BAU,Jan-Apr,co2,4.442
BAU,May-Sep,co2,5.255
BAU,May-Sep,co2,6.082
BAU,May-Sep,co2,6.868
BAU,May-Sep,co2,6.152
BAU,May-Sep,co2,5.367
BAU,Oct-Dec,co2,4.88
BAU,Oct-Dec,co2,4.9
BAU,Oct-Dec,co2,5.51
BAU,Jan-Apr,co2,6.569
BAU,Jan-Apr,co2,5.328
BAU,Jan-Apr,co2,4.333
BAU,Jan-Apr,co2,4.125
BAU,May-Sep,co2,5.551
BAU,May-Sep,co2,6.277
BAU,May-Sep,co2,5.929
BAU,May-Sep,co2,6.251
BAU,May-Sep,co2,5.259
BAU,Oct-Dec,co2,4.59
BAU,Oct-Dec,co2,5.028
BAU,Oct-Dec,co2,6.374
BAU,Jan-Apr,co2,6.286
BAU,Jan-Apr,co2,4.825
BAU,Jan-Apr,co2,4.764
BAU,Jan-Apr,co2,4.066
BAU,May-Sep,co2,5.538
BAU,May-Sep,co2,6.196
BAU,May-Sep,co2,5.611
BAU,May-Sep,co2,6.364
BAU,May-Sep,co2,5.228
BAU,Oct-Dec,co2,4.783
BAU,Oct-Dec,co2,5.001
BAU,Oct-Dec,co2,6.084
BAU,Jan-Apr,co2,6.117
BAU,Jan-Apr,co2,4.59
BAU,Jan-Apr,co2,4.447
BAU,May-Sep,co2,5.243
BAU,May-Sep,co2,5.311
BAU,May-Sep,co2,6.169
BAU,May-Sep,co2,6.505
BAU,May-Sep,co2,5.402
BAU,Oct-Dec,co2,4.711
BAU,Oct-Dec,co2,4.937
BAU,Oct-Dec,co2,5.91
BAU,Jan-Apr,co2,5.759
BAU,Jan-Apr,co2,4.135
BAU,Jan-Apr,co2,4.642
BAU,May-Sep,co2,5.056
BAU,May-Sep,co2,5.138
BAU,May-Sep,co2,6.184
BAU,May-Sep,co2,6.555
BAU,May-Sep,co2,6.117
BAU,Oct-Dec,co2,4.551
BAU,Oct-Dec,co2,4.673
BAU,Oct-Dec,co2,6.095
BAU,Jan-Apr,co2,5.841
BAU,Jan-Apr,co2,4.248
BAU,May-Sep,co2,5.076
BAU,May-Sep,co2,6.219
BAU,May-Sep,co2,6.252
BAU,Oct-Dec,co2,4.815
BAU,Oct-Dec,co2,6.123
COO,Jan-Apr,co2,6.255
COO,Jan-Apr,co2,5.593
COO,Jan-Apr,co2,4.249
COO,Jan-Apr,co2,3.658
COO,May-Sep,co2,5.383
COO,May-Sep,co2,4.786
COO,May-Sep,co2,5.919
COO,May-Sep,co2,6.429
COO,May-Sep,co2,6.399
COO,Oct-Dec,co2,5.641
COO,Oct-Dec,co2,4.735
COO,Oct-Dec,co2,4.423
COO,Jan-Apr,co2,5.758
COO,Jan-Apr,co2,5.126
COO,Jan-Apr,co2,4.513
COO,Jan-Apr,co2,4.054
COO,May-Sep,co2,5.679
COO,May-Sep,co2,4.374
COO,May-Sep,co2,6.02
COO,May-Sep,co2,6.344
COO,May-Sep,co2,6.966
COO,Oct-Dec,co2,6.248
COO,Oct-Dec,co2,4.501
COO,Oct-Dec,co2,4.793
COO,Jan-Apr,co2,5.389
COO,Jan-Apr,co2,4.424
COO,Jan-Apr,co2,3.956
COO,Jan-Apr,co2,4.177
COO,May-Sep,co2,5.718
COO,May-Sep,co2,5.169
COO,May-Sep,co2,6.178
COO,May-Sep,co2,6.223
COO,May-Sep,co2,6.921
COO,Oct-Dec,co2,6.451
COO,Oct-Dec,co2,4.256
COO,Oct-Dec,co2,5.165
COO,Jan-Apr,co2,5.712
COO,Jan-Apr,co2,4.373
COO,Jan-Apr,co2,4.329
COO,Jan-Apr,co2,4.304
COO,May-Sep,co2,5.688
COO,May-Sep,co2,5.541
COO,May-Sep,co2,6.421
COO,May-Sep,co2,6.101
COO,May-Sep,co2,7.145
COO,Oct-Dec,co2,6.28
COO,Oct-Dec,co2,4.569
COO,Oct-Dec,co2,5.061
COO,Jan-Apr,co2,6.023
COO,Jan-Apr,co2,4.463
COO,Jan-Apr,co2,4.674
COO,Jan-Apr,co2,3.867
COO,May-Sep,co2,4.776
COO,May-Sep,co2,5.864
COO,May-Sep,co2,6.729
COO,May-Sep,co2,6.734
COO,May-Sep,co2,6.915
COO,Oct-Dec,co2,5.254
COO,Oct-Dec,co2,4.386
COO,Oct-Dec,co2,4.993
COO,Jan-Apr,co2,4.472
COO,Jan-Apr,co2,5.667
COO,Jan-Apr,co2,4.505
COO,Jan-Apr,co2,4.245
COO,May-Sep,co2,5.146
COO,May-Sep,co2,6.214
COO,May-Sep,co2,6.194
COO,May-Sep,co2,6.632
COO,May-Sep,co2,6.435
COO,Oct-Dec,co2,5.133
COO,Oct-Dec,co2,4.717
COO,Oct-Dec,co2,5.274
COO,Jan-Apr,co2,5.23
COO,Jan-Apr,co2,6.103
COO,Jan-Apr,co2,4.15
COO,Jan-Apr,co2,3.735
COO,May-Sep,co2,5.112
COO,May-Sep,co2,6.448
COO,May-Sep,co2,5.916
COO,May-Sep,co2,6.62
COO,May-Sep,co2,5.393
COO,Oct-Dec,co2,5.757
COO,Oct-Dec,co2,4.789
COO,Oct-Dec,co2,5.561
COO,Jan-Apr,co2,4.938
COO,Jan-Apr,co2,4.707
COO,Jan-Apr,co2,4.177
COO,Jan-Apr,co2,4.981
COO,May-Sep,co2,4.348
COO,May-Sep,co2,5.943
COO,May-Sep,co2,6.608
COO,May-Sep,co2,6.714
COO,May-Sep,co2,5.34
COO,Oct-Dec,co2,5.305
COO,Oct-Dec,co2,4.87
COO,Oct-Dec,co2,5.417
COO,Jan-Apr,co2,5.464
COO,Jan-Apr,co2,4.42
COO,Jan-Apr,co2,4.252
COO,Jan-Apr,co2,4.262
COO,May-Sep,co2,4.254
COO,May-Sep,co2,5.605
COO,May-Sep,co2,6.553
COO,May-Sep,co2,6.742
COO,May-Sep,co2,5.509
COO,Oct-Dec,co2,5.379
COO,Oct-Dec,co2,4.424
COO,Oct-Dec,co2,5.705
COO,Jan-Apr,co2,6.095
COO,Jan-Apr,co2,4.629
COO,Jan-Apr,co2,3.805
COO,Jan-Apr,co2,4.336
COO,May-Sep,co2,4.781
COO,May-Sep,co2,6.272
COO,May-Sep,co2,6.646
COO,May-Sep,co2,6.386
COO,May-Sep,co2,5.086
COO,Oct-Dec,co2,5.548
COO,Oct-Dec,co2,4.033
COO,Oct-Dec,co2,5.694
COO,Jan-Apr,co2,5.121
COO,Jan-Apr,co2,4.754
COO,Jan-Apr,co2,4.577
COO,Jan-Apr,co2,4.17
COO,May-Sep,co2,4.52
COO,May-Sep,co2,6.074
COO,May-Sep,co2,6.488
COO,May-Sep,co2,5.906
COO,May-Sep,co2,5.225
COO,Oct-Dec,co2,5.504
COO,Oct-Dec,co2,4.601
COO,Oct-Dec,co2,6.471
COO,Jan-Apr,co2,4.873
COO,Jan-Apr,co2,4.819
COO,Jan-Apr,co2,4.174
COO,Jan-Apr,co2,4.285
COO,May-Sep,co2,3.817
COO,May-Sep,co2,5.552
COO,May-Sep,co2,6.225
COO,May-Sep,co2,6.524
COO,May-Sep,co2,6.347
COO,Oct-Dec,co2,4.596
COO,Oct-Dec,co2,4.635
COO,Oct-Dec,co2,5.027
COO,Jan-Apr,co2,4.41
COO,Jan-Apr,co2,4.833
COO,Jan-Apr,co2,4.023
COO,Jan-Apr,co2,3.695
COO,May-Sep,co2,4.351
COO,May-Sep,co2,5.532
COO,May-Sep,co2,5.594
COO,May-Sep,co2,6.471
COO,May-Sep,co2,6.459
COO,Oct-Dec,co2,4.591
COO,Oct-Dec,co2,4.785
COO,Oct-Dec,co2,5.487
COO,Jan-Apr,co2,5.21
COO,Jan-Apr,co2,4.586
COO,Jan-Apr,co2,4.084
COO,Jan-Apr,co2,3.775
COO,May-Sep,co2,4.582
COO,May-Sep,co2,5.916
COO,May-Sep,co2,6.012
COO,May-Sep,co2,6.357
COO,May-Sep,co2,5.525
COO,Oct-Dec,co2,5.362
COO,Oct-Dec,co2,5.202
COO,Oct-Dec,co2,5.349
COO,Jan-Apr,co2,5.395
COO,Jan-Apr,co2,4.772
COO,Jan-Apr,co2,4.448
COO,Jan-Apr,co2,5.516
COO,May-Sep,co2,4.471
COO,May-Sep,co2,5.526
COO,May-Sep,co2,6.741
COO,May-Sep,co2,6.427
COO,May-Sep,co2,5.063
COO,Oct-Dec,co2,5.611
COO,Oct-Dec,co2,5.078
COO,Oct-Dec,co2,4.81
COO,Jan-Apr,co2,4.614
COO,Jan-Apr,co2,4.863
COO,Jan-Apr,co2,3.879
COO,Jan-Apr,co2,4.224
COO,May-Sep,co2,5.093
COO,May-Sep,co2,5.777
COO,May-Sep,co2,6.975
COO,May-Sep,co2,6.488
COO,May-Sep,co2,5.92
COO,Oct-Dec,co2,5.803
COO,Oct-Dec,co2,5.905
COO,Oct-Dec,co2,5.061
COO,Jan-Apr,co2,5.196
COO,Jan-Apr,co2,5.161
COO,Jan-Apr,co2,3.771
COO,Jan-Apr,co2,4.162
COO,May-Sep,co2,5.557
COO,May-Sep,co2,6.101
COO,May-Sep,co2,6.907
COO,May-Sep,co2,5.826
COO,May-Sep,co2,6.049
COO,Oct-Dec,co2,5.996
COO,Oct-Dec,co2,4.181
COO,Oct-Dec,co2,5.346
COO,Jan-Apr,co2,6.165
COO,Jan-Apr,co2,6.353
COO,Jan-Apr,co2,4.412
COO,Jan-Apr,co2,4.056
COO,May-Sep,co2,5.908
COO,May-Sep,co2,5.865
COO,May-Sep,co2,6.738
COO,May-Sep,co2,5.6
COO,May-Sep,co2,5.739
COO,Oct-Dec,co2,5.646
COO,Oct-Dec,co2,4.376
COO,Oct-Dec,co2,5.492
COO,Jan-Apr,co2,5.717
COO,Jan-Apr,co2,5.249
COO,Jan-Apr,co2,4.46
COO,Jan-Apr,co2,3.653
COO,May-Sep,co2,6.095
COO,May-Sep,co2,5.779
COO,May-Sep,co2,6.754
COO,May-Sep,co2,6.398
COO,May-Sep,co2,5.308
COO,Oct-Dec,co2,4.791
COO,Oct-Dec,co2,4.321
COO,Oct-Dec,co2,5.263
COO,Jan-Apr,co2,5.538
COO,Jan-Apr,co2,5.37
COO,Jan-Apr,co2,4.615
COO,Jan-Apr,co2,3.807
COO,May-Sep,co2,5.656
COO,May-Sep,co2,5.908
COO,May-Sep,co2,6.031
COO,May-Sep,co2,6.308
COO,May-Sep,co2,5.993
COO,Oct-Dec,co2,4.392
COO,Oct-Dec,co2,4.271
COO,Oct-Dec,co2,5.364
COO,Jan-Apr,co2,5.945
COO,Jan-Apr,co2,4.792
COO,Jan-Apr,co2,4.519
COO,Jan-Apr,co2,3.513
COO,May-Sep,co2,6.252
COO,May-Sep,co2,6.01
COO,May-Sep,co2,5.662
COO,May-Sep,co2,6.299
COO,May-Sep,co2,5.455
COO,Oct-Dec,co2,5.287
COO,Oct-Dec,co2,4.409
COO,Oct-Dec,co2,5.13
COO,Jan-Apr,co2,5.445
COO,Jan-Apr,co2,4.877
COO,Jan-Apr,co2,4.344
COO,Jan-Apr,co2,4.04
COO,May-Sep,co2,6.732
COO,May-Sep,co2,5.845
COO,May-Sep,co2,6.425
COO,May-Sep,co2,6.407
COO,May-Sep,co2,5.186
COO,Oct-Dec,co2,5.797
COO,Oct-Dec,co2,5.248
COO,Oct-Dec,co2,5.089
COO,Jan-Apr,co2,5.944
COO,Jan-Apr,co2,4.799
COO,Jan-Apr,co2,4.673
COO,Jan-Apr,co2,4.372
COO,May-Sep,co2,6.606
COO,May-Sep,co2,5.518
COO,May-Sep,co2,6.93
COO,May-Sep,co2,6.6
COO,May-Sep,co2,5.359
COO,Oct-Dec,co2,5.63
COO,Oct-Dec,co2,4.835
COO,Oct-Dec,co2,5.334
COO,Jan-Apr,co2,5.878
COO,Jan-Apr,co2,4.593
COO,Jan-Apr,co2,3.895
COO,Jan-Apr,co2,4.378
COO,May-Sep,co2,5.826
COO,May-Sep,co2,6.126
COO,May-Sep,co2,7.117
COO,May-Sep,co2,6.355
COO,May-Sep,co2,5.225
COO,Oct-Dec,co2,5.672
COO,Oct-Dec,co2,4.825
COO,Oct-Dec,co2,5.036
COO,Jan-Apr,co2,6.462
COO,Jan-Apr,co2,4.478
COO,Jan-Apr,co2,4.288
COO,Jan-Apr,co2,5.159
COO,May-Sep,co2,5.399
COO,May-Sep,co2,6.272
COO,May-Sep,co2,7.494
COO,May-Sep,co2,5.959
COO,May-Sep,co2,5.653
COO,Oct-Dec,co2,5.444
COO,Oct-Dec,co2,4.927
COO,Oct-Dec,co2,4.808
COO,Jan-Apr,co2,6.327
COO,Jan-Apr,co2,4.579
COO,Jan-Apr,co2,4.119
COO,Jan-Apr,co2,4.231
COO,May-Sep,co2,5.297
COO,May-Sep,co2,6.383
COO,May-Sep,co2,7.236
COO,May-Sep,co2,6.606
COO,May-Sep,co2,5.443
COO,Oct-Dec,co2,4.626
COO,Oct-Dec,co2,4.413
COO,Oct-Dec,co2,4.837
COO,Jan-Apr,co2,6.717
COO,Jan-Apr,co2,5.162
COO,Jan-Apr,co2,4.141
COO,Jan-Apr,co2,4.005
COO,May-Sep,co2,5.78
COO,May-Sep,co2,6.46
COO,May-Sep,co2,6.163
COO,May-Sep,co2,6.743
COO,May-Sep,co2,5.319
COO,Oct-Dec,co2,4.358
COO,Oct-Dec,co2,4.828
COO,Oct-Dec,co2,5.66
COO,Jan-Apr,co2,5.718
COO,Jan-Apr,co2,4.173
COO,Jan-Apr,co2,4.725
COO,Jan-Apr,co2,3.868
COO,May-Sep,co2,5.772
COO,May-Sep,co2,6.292
COO,May-Sep,co2,5.721
COO,May-Sep,co2,6.786
COO,May-Sep,co2,5.199
COO,Oct-Dec,co2,4.644
COO,Oct-Dec,co2,4.882
COO,Oct-Dec,co2,6.137
COO,Jan-Apr,co2,6.215
COO,Jan-Apr,co2,4.419
COO,Jan-Apr,co2,4.407
COO,May-Sep,co2,5.517
COO,May-Sep,co2,5.493
COO,May-Sep,co2,6.529
COO,May-Sep,co2,6.888
COO,May-Sep,co2,5.305
COO,Oct-Dec,co2,4.541
COO,Oct-Dec,co2,4.837
COO,Oct-Dec,co2,5.957
COO,Jan-Apr,co2,5.533
COO,Jan-Apr,co2,3.673
COO,Jan-Apr,co2,4.512
COO,May-Sep,co2,5.167
COO,May-Sep,co2,5.167
COO,May-Sep,co2,6.592
COO,May-Sep,co2,6.939
COO,May-Sep,co2,6.426
COO,Oct-Dec,co2,4.445
COO,Oct-Dec,co2,4.473
COO,Oct-Dec,co2,6.032
COO,Jan-Apr,co2,5.838
COO,Jan-Apr,co2,3.829
COO,May-Sep,co2,5.465
COO,May-Sep,co2,6.6
COO,May-Sep,co2,6.609
COO,Oct-Dec,co2,4.797
COO,Oct-Dec,co2,6.353
NCO,Jan-Apr,co2,6.054
NCO,Jan-Apr,co2,5.482
NCO,Jan-Apr,co2,4.65
NCO,Jan-Apr,co2,3.988
NCO,May-Sep,co2,5.118
NCO,May-Sep,co2,4.702
NCO,May-Sep,co2,5.691
NCO,May-Sep,co2,6.208
NCO,May-Sep,co2,6.142
NCO,Oct-Dec,co2,5.654
NCO,Oct-Dec,co2,4.807
NCO,Oct-Dec,co2,4.802
NCO,Jan-Apr,co2,5.791
NCO,Jan-Apr,co2,5.063
NCO,Jan-Apr,co2,4.502
NCO,Jan-Apr,co2,4.194
NCO,May-Sep,co2,5.776
NCO,May-Sep,co2,4.511
NCO,May-Sep,co2,5.922
NCO,May-Sep,co2,6.287
NCO,May-Sep,co2,6.681
NCO,Oct-Dec,co2,6.067
NCO,Oct-Dec,co2,4.588
NCO,Oct-Dec,co2,5.012
NCO,Jan-Apr,co2,5.584
NCO,Jan-Apr,co2,4.731
NCO,Jan-Apr,co2,4.175
NCO,Jan-Apr,co2,4.193
NCO,May-Sep,co2,5.696
NCO,May-Sep,co2,5.012
NCO,May-Sep,co2,5.965
NCO,May-Sep,co2,6.079
NCO,May-Sep,co2,6.563
NCO,Oct-Dec,co2,6.117
NCO,Oct-Dec,co2,4.392
NCO,Oct-Dec,co2,5.017
NCO,Jan-Apr,co2,5.78
NCO,Jan-Apr,co2,4.88
NCO,Jan-Apr,co2,4.413
NCO,Jan-Apr,co2,4.311
NCO,May-Sep,co2,5.382
NCO,May-Sep,co2,5.143
NCO,May-Sep,co2,6.116
NCO,May-Sep,co2,5.927
NCO,May-Sep,co2,6.771
NCO,Oct-Dec,co2,5.79
NCO,Oct-Dec,co2,4.673
NCO,Oct-Dec,co2,5.024
NCO,Jan-Apr,co2,6.098
NCO,Jan-Apr,co2,5.069
NCO,Jan-Apr,co2,4.975
NCO,Jan-Apr,co2,4.036
NCO,May-Sep,co2,4.781
NCO,May-Sep,co2,5.75
NCO,May-Sep,co2,6.416
NCO,May-Sep,co2,6.515
NCO,May-Sep,co2,6.631
NCO,Oct-Dec,co2,5.229
NCO,Oct-Dec,co2,4.739
NCO,Oct-Dec,co2,5.207
NCO,Jan-Apr,co2,5.196
NCO,Jan-Apr,co2,5.56
NCO,Jan-Apr,co2,4.528
NCO,Jan-Apr,co2,4.353
NCO,May-Sep,co2,5.037
NCO,May-Sep,co2,6.166
NCO,May-Sep,co2,6.057
NCO,May-Sep,co2,6.401
NCO,May-Sep,co2,6.204
NCO,Oct-Dec,co2,5.027
NCO,Oct-Dec,co2,4.886
NCO,Oct-Dec,co2,5.794
NCO,Jan-Apr,co2,5.461
NCO,Jan-Apr,co2,5.532
NCO,Jan-Apr,co2,4.474
NCO,Jan-Apr,co2,3.944
NCO,May-Sep,co2,4.885
NCO,May-Sep,co2,6.063
NCO,May-Sep,co2,5.858
NCO,May-Sep,co2,6.312
NCO,May-Sep,co2,5.465
NCO,Oct-Dec,co2,5.325
NCO,Oct-Dec,co2,4.8
NCO,Oct-Dec,co2,5.527
NCO,Jan-Apr,co2,5.569
NCO,Jan-Apr,co2,4.9
NCO,Jan-Apr,co2,4.401
NCO,Jan-Apr,co2,4.685
NCO,May-Sep,co2,4.399
NCO,May-Sep,co2,5.768
NCO,May-Sep,co2,6.399
NCO,May-Sep,co2,6.441
NCO,May-Sep,co2,5.264
NCO,Oct-Dec,co2,5.189
NCO,Oct-Dec,co2,4.877
NCO,Oct-Dec,co2,5.474
NCO,Jan-Apr,co2,5.634
NCO,Jan-Apr,co2,4.547
NCO,Jan-Apr,co2,4.315
NCO,Jan-Apr,co2,4.389
NCO,May-Sep,co2,4.419
NCO,May-Sep,co2,5.415
NCO,May-Sep,co2,6.418
NCO,May-Sep,co2,6.607
NCO,May-Sep,co2,5.269
NCO,Oct-Dec,co2,5.191
NCO,Oct-Dec,co2,4.62
NCO,Oct-Dec,co2,5.726
NCO,Jan-Apr,co2,6.024
NCO,Jan-Apr,co2,4.727
NCO,Jan-Apr,co2,4.193
NCO,Jan-Apr,co2,4.514
NCO,May-Sep,co2,4.639
NCO,May-Sep,co2,6.004
NCO,May-Sep,co2,6.4
NCO,May-Sep,co2,6.19
NCO,May-Sep,co2,5.075
NCO,Oct-Dec,co2,5.223
NCO,Oct-Dec,co2,4.559
NCO,Oct-Dec,co2,5.725
NCO,Jan-Apr,co2,5.27
NCO,Jan-Apr,co2,4.828
NCO,Jan-Apr,co2,4.665
NCO,Jan-Apr,co2,4.323
NCO,May-Sep,co2,4.467
NCO,May-Sep,co2,5.766
NCO,May-Sep,co2,6.349
NCO,May-Sep,co2,5.903
NCO,May-Sep,co2,5.295
NCO,Oct-Dec,co2,5.338
NCO,Oct-Dec,co2,4.807
NCO,Oct-Dec,co2,6.671
NCO,Jan-Apr,co2,5.143
NCO,Jan-Apr,co2,4.842
NCO,Jan-Apr,co2,4.588
NCO,Jan-Apr,co2,4.328
NCO,May-Sep,co2,4.127
NCO,May-Sep,co2,5.363
NCO,May-Sep,co2,6.123
NCO,May-Sep,co2,6.473
NCO,May-Sep,co2,6.112
NCO,Oct-Dec,co2,4.722
NCO,Oct-Dec,co2,4.832
NCO,Oct-Dec,co2,5.491
NCO,Jan-Apr,co2,5.088
NCO,Jan-Apr,co2,5.07
NCO,Jan-Apr,co2,4.521
NCO,Jan-Apr,co2,4.037
NCO,May-Sep,co2,4.395
NCO,May-Sep,co2,5.288
NCO,May-Sep,co2,5.633
NCO,May-Sep,co2,6.364
NCO,May-Sep,co2,6.098
NCO,Oct-Dec,co2,4.66
NCO,Oct-Dec,co2,4.858
NCO,Oct-Dec,co2,5.581
NCO,Jan-Apr,co2,5.745
NCO,Jan-Apr,co2,5.009
NCO,Jan-Apr,co2,4.579
NCO,Jan-Apr,co2,4.201
NCO,May-Sep,co2,4.458
NCO,May-Sep,co2,5.588
NCO,May-Sep,co2,5.769
NCO,May-Sep,co2,6.181
NCO,May-Sep,co2,5.423
NCO,Oct-Dec,co2,5.14
NCO,Oct-Dec,co2,5.068
NCO,Oct-Dec,co2,5.305
NCO,Jan-Apr,co2,5.511
NCO,Jan-Apr,co2,5.129
NCO,Jan-Apr,co2,4.558
NCO,Jan-Apr,co2,5.434
NCO,May-Sep,co2,4.514
NCO,May-Sep,co2,5.3
NCO,May-Sep,co2,6.493
NCO,May-Sep,co2,6.251
NCO,May-Sep,co2,5.069
NCO,Oct-Dec,co2,5.877
NCO,Oct-Dec,co2,5.159
NCO,Oct-Dec,co2,5.163
NCO,Jan-Apr,co2,5.492
NCO,Jan-Apr,co2,4.891
NCO,Jan-Apr,co2,4.565
NCO,Jan-Apr,co2,4.352
NCO,May-Sep,co2,4.82
NCO,May-Sep,co2,5.708
NCO,May-Sep,co2,6.68
NCO,May-Sep,co2,6.34
NCO,May-Sep,co2,5.568
NCO,Oct-Dec,co2,5.382
NCO,Oct-Dec,co2,5.287
NCO,Oct-Dec,co2,5.286
NCO,Jan-Apr,co2,5.806
NCO,Jan-Apr,co2,5.179
NCO,Jan-Apr,co2,4.172
NCO,Jan-Apr,co2,4.334
NCO,May-Sep,co2,5.473
NCO,May-Sep,co2,6.02
NCO,May-Sep,co2,6.887
NCO,May-Sep,co2,5.78
NCO,May-Sep,co2,5.758
NCO,Oct-Dec,co2,5.335
NCO,Oct-Dec,co2,4.58
NCO,Oct-Dec,co2,5.409
NCO,Jan-Apr,co2,5.885
NCO,Jan-Apr,co2,6.41
NCO,Jan-Apr,co2,4.406
NCO,Jan-Apr,co2,4.193
NCO,May-Sep,co2,5.75
NCO,May-Sep,co2,5.631
NCO,May-Sep,co2,6.641
NCO,May-Sep,co2,5.527
NCO,May-Sep,co2,5.347
NCO,Oct-Dec,co2,5.398
NCO,Oct-Dec,co2,4.726
NCO,Oct-Dec,co2,5.415
NCO,Jan-Apr,co2,5.663
NCO,Jan-Apr,co2,5.314
NCO,Jan-Apr,co2,4.46
