Replicate,Date,Hour,Day,Month,Year,Israel energy demand,Jordan energy demand,West Bank energy demand,Gaza energy demand,Israel wind,Israel solar,Jordan wind,Jordan solar,West Bank wind,West Bank solar,Gaza wind,Gaza solar
1,05/02/2018 16:00,16,5,2,2018,7052.503846,2629,662.8755484,172.3476426,0,0.06,0.04,0.23,0,0.2,0,0.2
1,05/02/2018 17:00,17,5,2,2018,7502.340399,2751,693.5941714,180.3344846,0,0,0.03,0.07,0,0.1,0,0.1
1,05/02/2018 18:00,18,5,2,2018,8451.203063,2652,668.5342421,173.818903,0,0,0.02,0.04,0,0,0,0
1,05/02/2018 19:00,19,5,2,2018,8689.918892,2562,645.8994673,167.9338615,0,0,0.01,0,0,0,0,0
1,05/02/2018 20:00,20,5,2,2018,8646.79585,2517,634.5820799,164.9913408,0,0,0,0,0,0,0,0
1,05/02/2018 21:00,21,5,2,2018,8317.896518,2398,604.6718417,157.2146788,0.01,0,0,0,0,0,0,0
1,05/02/2018 22:00,22,5,2,2018,7712.183854,2222,560.2106769,145.654776,0.01,0,0,0,0,0,0,0
1,05/02/2018 23:00,23,5,2,2018,6982.877164,2026,510.8992032,132.8337928,0.07,0,0,0,0.1,0,0.1,0
1,06/02/2018 00:00,0,6,2,2018,6118.637413,1813,457.1330944,118.8546045,0,0,0.03,0,0,0,0,0
1,06/02/2018 01:00,1,6,2,2018,5517.749056,1677,422.8481123,109.9405092,0,0,0,0,0,0,0,0
1,06/02/2018 02:00,2,6,2,2018,5208.27485,1593,401.6240758,104.4222597,0.01,0,0,0,0,0,0,0
1,06/02/2018 03:00,3,6,2,2018,5134.773784,1541,388.5631302,101.0264139,0.01,0,0,0,0,0,0,0
1,06/02/2018 04:00,4,6,2,2018,5159.963033,1600,403.2566939,104.8467404,0.03,0,0,0,0,0,0,0
1,06/02/2018 05:00,5,6,2,2018,5490.440158,1748,440.8069124,114.6097972,0.02,0,0,0,0,0,0,0
1,06/02/2018 06:00,6,6,2,2018,6061.03623,1891,476.7245127,123.9483733,0,0,0.01,0,0,0,0,0
1,06/02/2018 07:00,7,6,2,2018,6859.967646,2079,524.0704403,136.2583145,0,0.02,0,0,0,0,0,0
1,06/02/2018 08:00,8,6,2,2018,7091.17084,2260,569.7837498,148.1437749,0,0.12,0,0.05,0,0,0,0
1,06/02/2018 09:00,9,6,2,2018,7220.162325,2383,600.8034954,156.2089088,0.01,0.18,0,0.28,0,0.2,0,0.2
1,06/02/2018 10:00,10,6,2,2018,7208.522955,2474,623.6601502,162.151639,0,0.26,0,0.55,0,0.5,0,0.5
1,06/02/2018 11:00,11,6,2,2018,7121.574509,2532,638.3537139,165.9719656,0,0.3,0,0.64,0,0.5,0,0.5
1,06/02/2018 12:00,12,6,2,2018,6949.325294,2509,632.6395502,164.4862831,0,0.25,0,0.79,0,0.7,0,0.7
1,06/02/2018 13:00,13,6,2,2018,6811.074222,2517,634.6313444,165.0041495,0,0.32,0,0.55,0,0.5,0,0.5
1,06/02/2018 14:00,14,6,2,2018,6777.513196,2562,645.8637576,167.924577,0.01,0.07,0,0.35,0,0.3,0,0.3
1,06/02/2018 15:00,15,6,2,2018,6795.327653,2584,651.4799642,169.3847907,0.01,0.03,0,0.25,0,0.2,0,0.2
1,06/02/2018 16:00,16,6,2,2018,6829.116775,2655,669.3734596,174.0370995,0.09,0,0,0.28,0.1,0.2,0.1,0.2
1,06/02/2018 17:00,17,6,2,2018,7087.32701,2778,700.3932053,182.1022334,0.26,0,0,0.12,0.3,0.1,0.3,0.1
1,06/02/2018 18:00,18,6,2,2018,8263.612572,2678,675.0876233,175.5227821,0.2,0,0.02,0.01,0.2,0,0.2,0
1,06/02/2018 19:00,19,6,2,2018,8542.254383,2587,652.2309686,169.5800518,0.02,0,0,0,0,0,0,0
1,06/02/2018 20:00,20,6,2,2018,8625.857515,2542,640.8026412,166.6086867,0.01,0,0,0,0,0,0,0
1,06/02/2018 21:00,21,6,2,2018,8289.857827,2422,610.5992046,158.7557932,0,0,0.01,0,0,0,0,0
1,06/02/2018 22:00,22,6,2,2018,7783.329046,2244,565.7022043,147.0825731,0,0,0.01,0,0,0,0,0
1,06/02/2018 23:00,23,6,2,2018,7065.538451,2046,515.9073493,134.1359108,0,0,0.09,0,0,0,0,0
1,07/02/2018 00:00,0,7,2,2018,6237.251309,1803,454.5973241,118.1953043,0,0,0.69,0,0,0,0,0
1,07/02/2018 01:00,1,7,2,2018,5612.323159,1668,420.5025248,109.3306565,0,0,0.87,0,0,0,0,0
1,07/02/2018 02:00,2,7,2,2018,5222.824483,1584,399.3962205,103.8430173,0.01,0,1,0,0,0,0,0
1,07/02/2018 03:00,3,7,2,2018,5152.524403,1533,386.4077255,100.4660086,0,0,1,0,0,0,0,0
1,07/02/2018 04:00,4,7,2,2018,5184.773186,1591,401.0197824,104.2651434,0,0,1.01,0,0,0,0,0
1,07/02/2018 05:00,5,7,2,2018,5511.551381,1739,438.3617054,113.9740434,0.01,0,1.01,0,0,0,0,0
1,07/02/2018 06:00,6,7,2,2018,6177.458996,1880,474.0800666,123.2608173,0.04,0,1,0,0,0,0,0
1,07/02/2018 07:00,7,7,2,2018,6971.358123,2067,521.1633609,135.5024738,0.06,0.02,1.01,0,0.1,0,0.1,0
1,07/02/2018 08:00,8,7,2,2018,7080.831497,2248,566.6230933,147.3220043,0.03,0.06,1,0.07,0,0.1,0,0.1
1,07/02/2018 09:00,9,7,2,2018,7090.740169,2370,597.4707689,155.3423999,0.12,0.06,1,0.3,0.1,0.3,0.1,0.3
1,07/02/2018 10:00,10,7,2,2018,6983.03667,2460,620.2006351,161.2521651,0.05,0.11,1,0.44,0,0.4,0,0.4
1,07/02/2018 11:00,11,7,2,2018,6916.074027,2518,634.8126919,165.0512999,0.01,0.37,1,0.67,0,0.6,0,0.6
1,07/02/2018 12:00,12,7,2,2018,6780.35415,2495,629.1302254,163.5738586,0,0.46,1,0.81,0,0.7,0,0.7
1,07/02/2018 13:00,13,7,2,2018,6777.238639,2503,631.1109709,164.0888524,0,0.46,1,0.82,0,0.7,0,0.7
1,07/02/2018 14:00,14,7,2,2018,6811.98699,2548,642.2810765,166.9930799,0,0.46,1.01,0.71,0,0.6,0,0.6
1,07/02/2018 15:00,15,7,2,2018,6814.373128,2570,647.8661294,168.4451936,0,0.29,1,0.32,0,0.3,0,0.3
1,07/02/2018 16:00,16,7,2,2018,6824.935336,2640,665.6603675,173.0716955,0,0.1,0.98,0.34,0,0.3,0,0.3
1,07/02/2018 17:00,17,7,2,2018,7135.535902,2763,696.5080431,181.0920912,0,0,1,0.15,0,0.1,0,0.1
1,07/02/2018 18:00,18,7,2,2018,8199.676697,2663,671.342834,174.5491369,0,0,0.96,0.01,0,0,0,0
1,07/02/2018 19:00,19,7,2,2018,8441.308907,2573,648.6129678,168.6393716,0,0,0.96,0,0,0,0,0
1,07/02/2018 20:00,20,7,2,2018,8422.765637,2528,637.2480347,165.684489,0.02,0,0.86,0,0,0,0,0
1,07/02/2018 21:00,21,7,2,2018,8143.969501,2408,607.2121401,157.8751564,0.01,0,0.95,0,0,0,0,0
1,07/02/2018 22:00,22,7,2,2018,7566.367452,2231,562.5641886,146.266689,0.15,0,1,0,0.1,0,0.1,0
1,07/02/2018 23:00,23,7,2,2018,6947.439312,2035,513.0455515,133.3918434,0.24,0,1.01,0,0.2,0,0.2,0
1,08/02/2018 00:00,0,8,2,2018,6093.274733,1755,442.5524156,115.0636281,0.08,0,0.95,0,0.1,0,0.1,0
1,08/02/2018 01:00,1,8,2,2018,5568.544777,1624,409.3609845,106.433856,0.15,0,0.85,0,0.2,0,0.2,0
1,08/02/2018 02:00,2,8,2,2018,5233.285213,1542,388.813908,101.0916161,0.22,0,0.43,0,0.2,0,0.2,0
1,08/02/2018 03:00,3,8,2,2018,5072.484744,1492,376.1695533,97.80408385,0.3,0,0.72,0,0.3,0,0.3,0
1,08/02/2018 04:00,4,8,2,2018,5052.940509,1548,390.3944524,101.5025576,0.27,0,0.82,0,0.3,0,0.3,0
1,08/02/2018 05:00,5,8,2,2018,5432.567969,1693,426.7469722,110.9542128,0.4,0,0.96,0,0.4,0,0.4,0
1,08/02/2018 06:00,6,8,2,2018,6053.420017,1831,461.5189477,119.9949264,0.3,0,0.36,0,0.3,0,0.3,0
1,08/02/2018 07:00,7,8,2,2018,6753.937747,2012,507.3547336,131.9122307,0.19,0.13,0.23,0,0.2,0,0.2,0
1,08/02/2018 08:00,8,8,2,2018,6967.213267,2188,551.6099752,143.4185936,0.17,0.38,0.26,0.05,0.2,0,0.2,0
1,08/02/2018 09:00,9,8,2,2018,7059.870425,2307,581.6403177,151.2264826,0.11,0.57,0.18,0.19,0.1,0.2,0.1,0.2
1,08/02/2018 10:00,10,8,2,2018,7009.18714,2395,603.7679385,156.979664,0.07,0.66,0.12,0.34,0.1,0.3,0.1,0.3
1,08/02/2018 11:00,11,8,2,2018,6903.87142,2451,617.9928375,160.6781378,0.03,0.64,0.33,0.48,0,0.4,0,0.4
1,08/02/2018 12:00,12,8,2,2018,6840.055181,2429,612.4609323,159.2398424,0.03,0.58,0.1,0.46,0,0.4,0,0.4
1,08/02/2018 13:00,13,8,2,2018,6875.92135,2437,614.3891964,159.7411911,0,0.56,0.34,0.45,0,0.4,0,0.4
1,08/02/2018 14:00,14,8,2,2018,6918.671229,2480,625.2633415,162.5684688,0,0.51,0.51,0.49,0,0.4,0,0.4
1,08/02/2018 15:00,15,8,2,2018,6946.347438,2502,630.700414,163.9821077,0,0.32,0.45,0.56,0,0.5,0,0.5
1,08/02/2018 16:00,16,8,2,2018,6931.159437,2570,648.02318,168.4860268,0,0.09,0.4,0.25,0,0.2,0,0.2
1,08/02/2018 17:00,17,8,2,2018,7214.796087,2689,678.0535225,176.2939159,0,0,0.23,0.08,0,0.1,0,0.1
1,08/02/2018 18:00,18,8,2,2018,8054.573821,2592,653.5550852,169.9243222,0.01,0,0.1,0.01,0,0,0,0
1,08/02/2018 19:00,19,8,2,2018,8290.910426,2505,631.4274644,164.1711408,0,0,0.22,0,0,0,0,0
1,08/02/2018 20:00,20,8,2,2018,8205.947869,2461,620.363654,161.2945501,0.01,0,0.2,0,0,0,0,0
1,08/02/2018 21:00,21,8,2,2018,7826.238721,2345,591.1235837,153.6921318,0.08,0,0.12,0,0.1,0,0.1,0
1,08/02/2018 22:00,22,8,2,2018,7405.235917,2172,547.6586143,142.3912397,0.13,0,0.09,0,0.1,0,0.1,0
1,08/02/2018 23:00,23,8,2,2018,6871.359512,1981,499.4520119,129.8575231,0.13,0,0.38,0,0.1,0,0.1,0
1,09/02/2018 00:00,0,9,2,2018,6173.81803,1705,429.7679075,111.7396559,0.08,0,0.55,0,0.1,0,0.1,0
1,09/02/2018 01:00,1,9,2,2018,5585.571619,1577,397.5353144,103.3591817,0.09,0,0.44,0,0.1,0,0.1,0
1,09/02/2018 02:00,2,9,2,2018,5237.915266,1498,377.5818044,98.17126915,0.05,0,0.18,0,0.1,0,0.1,0
1,09/02/2018 03:00,3,9,2,2018,5107.327161,1449,365.3027213,94.97870755,0.05,0,0.1,0,0,0,0,0
1,09/02/2018 04:00,4,9,2,2018,5026.243662,1504,379.1166898,98.57033935,0.02,0,0.18,0,0,0,0,0
1,09/02/2018 05:00,5,9,2,2018,5263.62245,1644,414.4190536,107.7489539,0.02,0,0.13,0,0,0,0,0
1,09/02/2018 06:00,6,9,2,2018,5506.37548,1778,448.1865321,116.5284983,0.04,0,0.09,0,0,0,0,0
1,09/02/2018 07:00,7,9,2,2018,5817.061557,1954,492.6982082,128.1015341,0.06,0.11,0.15,0,0.1,0,0.1,0
1,09/02/2018 08:00,8,9,2,2018,6215.619923,2125,535.674999,139.2754997,0.05,0.3,0.14,0.08,0.1,0.1,0.1,0.1
1,09/02/2018 09:00,9,9,2,2018,6379.371163,2240,564.8378212,146.8578335,0,0.4,0.06,0.35,0,0.3,0,0.3
1,09/02/2018 10:00,10,9,2,2018,6451.930619,2326,586.3262166,152.4448163,0,0.61,0.06,0.55,0,0.5,0,0.5
1,09/02/2018 11:00,11,9,2,2018,6411.458936,2380,600.1401851,156.0364481,0.04,0.46,0.04,0.73,0,0.6,0,0.6
1,09/02/2018 12:00,12,9,2,2018,6315.893047,2359,594.7680862,154.6397024,0.01,0.39,0.03,0.84,0,0.7,0,0.7
1,09/02/2018 13:00,13,9,2,2018,6130.157205,2367,596.6406464,155.1265681,0.06,0.24,0.05,0.84,0.1,0.7,0.1,0.7
1,09/02/2018 14:00,14,9,2,2018,6194.435084,2408,607.2006578,157.872171,0.57,0.25,0.08,0.58,0.6,0.5,0.6,0.5
1,09/02/2018 15:00,15,9,2,2018,6276.366504,2429,612.4806636,159.2449725,0.91,0.28,0.05,0.63,0.9,0.5,0.9,0.5
1,09/02/2018 16:00,16,9,2,2018,6586.919161,2496,629.3030074,163.6187819,0.61,0.11,0,0.45,0.6,0.4,0.6,0.4
1,09/02/2018 17:00,17,9,2,2018,6760.334952,2612,658.4658297,171.2011157,0.21,0,0,0.16,0.2,0.1,0.2,0.1
1,09/02/2018 18:00,18,9,2,2018,7249.035831,2517,634.6751062,165.0155276,0.58,0,0.01,0.02,0.6,0,0.6,0
1,09/02/2018 19:00,19,9,2,2018,7062.251766,2432,613.1867108,159.4285448,0.42,0,0.04,0,0.4,0,0.4,0
1,09/02/2018 20:00,20,9,2,2018,6706.729362,2390,602.4425131,156.6350534,0.12,0,0.06,0,0.1,0,0.1,0
1,09/02/2018 21:00,21,9,2,2018,6472.770249,2277,574.0471335,149.2522547,0.11,0,0.18,0,0.1,0,0.1,0
1,09/02/2018 22:00,22,9,2,2018,6280.029402,2110,531.8377855,138.2778242,0.02,0,0.21,0,0,0,0,0
1,09/02/2018 23:00,23,9,2,2018,5913.848289,1924,485.0237813,126.1061831,0,0,0.25,0,0,0,0,0
1,10/02/2018 00:00,0,10,2,2018,5491.255208,1690,426.1066087,110.7877183,0,0,0.26,0,0,0,0,0
1,10/02/2018 01:00,1,10,2,2018,5166.490059,1563,394.148613,102.4786394,0,0,0.26,0,0,0,0,0
1,10/02/2018 02:00,2,10,2,2018,4946.847799,1485,374.3650919,97.3349239,0,0,0.19,0,0,0,0,0
1,10/02/2018 03:00,3,10,2,2018,4806.810359,1437,362.1906174,94.16956052,0,0,0.05,0,0,0,0,0
1,10/02/2018 04:00,4,10,2,2018,4851.60138,1491,375.8869012,97.73059432,0,0,0.03,0,0,0,0,0
1,10/02/2018 05:00,5,10,2,2018,4947.119785,1630,410.8885155,106.831014,0,0,0.44,0,0,0,0,0
1,10/02/2018 06:00,6,10,2,2018,5032.236172,1763,444.3683205,115.5357633,0.01,0.01,0.75,0,0,0,0,0
1,10/02/2018 07:00,7,10,2,2018,4972.493838,1938,488.5007907,127.0102056,0.02,0.14,0.81,0,0,0,0,0
1,10/02/2018 08:00,8,10,2,2018,5269.25183,2107,531.1114515,138.0889774,0.01,0.31,0.79,0.07,0,0.1,0,0.1
1,10/02/2018 09:00,9,10,2,2018,5535.608937,2221,560.0258285,145.6067154,0.01,0.49,0.67,0.22,0,0.2,0,0.2
1,10/02/2018 10:00,10,10,2,2018,5657.124407,2306,581.331159,151.1461013,0,0.55,0.68,0.52,0,0.4,0,0.4
1,10/02/2018 11:00,11,10,2,2018,5615.908104,2360,595.0274428,154.7071351,0.01,0.65,0.61,0.45,0,0.4,0,0.4
1,10/02/2018 12:00,12,10,2,2018,5675.524476,2339,589.7011102,153.3222887,0.01,0.45,0.46,0.61,0,0.5,0,0.5
1,10/02/2018 13:00,13,10,2,2018,5508.036032,2346,591.5577176,153.8050066,0.02,0.19,0.22,0.64,0,0.5,0,0.5
1,10/02/2018 14:00,14,10,2,2018,5384.717352,2388,602.0277657,156.5272191,0.01,0.21,0.14,0.73,0,0.6,0,0.6
1,10/02/2018 15:00,15,10,2,2018,5469.906156,2409,607.2627897,157.8883253,0.01,0.11,0.11,0.58,0,0.5,0,0.5
1,10/02/2018 16:00,16,10,2,2018,5558.8365,2475,623.9418198,162.2248732,0,0.07,0.08,0.41,0,0.3,0,0.3
1,10/02/2018 17:00,17,10,2,2018,5902.467045,2590,652.8561969,169.7426112,0.01,0,0.1,0.14,0,0.1,0,0.1
1,10/02/2018 18:00,18,10,2,2018,6841.048254,2496,629.2681524,163.6097196,0.01,0,0.08,0.02,0,0,0,0
1,10/02/2018 19:00,19,10,2,2018,7279.80085,2411,607.962822,158.0703337,0.04,0,0.11,0,0,0,0,0
1,10/02/2018 20:00,20,10,2,2018,7201.197656,2369,597.3101568,155.3006408,0.06,0,0.18,0,0.1,0,0.1,0
1,10/02/2018 21:00,21,10,2,2018,6995.576226,2258,569.1566844,147.980738,0.1,0,0.08,0,0.1,0,0.1,0
1,10/02/2018 22:00,22,10,2,2018,6676.502642,2092,527.3069282,137.0998013,0.11,0,0.04,0,0.1,0,0.1,0
1,10/02/2018 23:00,23,10,2,2018,6162.7606,1907,480.8917441,125.0318535,0.14,0,0.06,0,0.1,0,0.1,0
1,11/02/2018 00:00,0,11,2,2018,5591.882161,1690,426.1066087,110.7877183,0.19,0,0.21,0,0.2,0,0.2,0
1,11/02/2018 01:00,1,11,2,2018,5116.152657,1563,394.148613,102.4786394,0.28,0,0.06,0,0.3,0,0.3,0
1,11/02/2018 02:00,2,11,2,2018,4834.154439,1485,374.3650919,97.3349239,0.14,0,0,0,0.1,0,0.1,0
1,11/02/2018 03:00,3,11,2,2018,4721.116512,1437,362.1906174,94.16956052,0.23,0,0.03,0,0.2,0,0.2,0
1,11/02/2018 04:00,4,11,2,2018,4704.607239,1491,375.8869012,97.73059432,0.14,0,0.01,0,0.1,0,0.1,0
1,11/02/2018 05:00,5,11,2,2018,5024.988438,1630,410.8885155,106.831014,0.21,0,0,0,0.2,0,0.2,0
1,11/02/2018 06:00,6,11,2,2018,5558.599453,1763,444.3683205,115.5357633,0.19,0.01,0,0,0.2,0,0.2,0
1,11/02/2018 07:00,7,11,2,2018,6180.671084,1938,488.5007907,127.0102056,0.17,0.07,0,0,0.2,0,0.2,0
1,11/02/2018 08:00,8,11,2,2018,6613.630736,2107,531.1114515,138.0889774,0.1,0.22,0,0.04,0.1,0,0.1,0
1,11/02/2018 09:00,9,11,2,2018,6792.775929,2221,560.0258285,145.6067154,0.06,0.43,0,0.17,0.1,0.1,0.1,0.1
1,11/02/2018 10:00,10,11,2,2018,6846.417864,2306,581.331159,151.1461013,0.02,0.52,0,0.39,0,0.3,0,0.3
1,11/02/2018 11:00,11,11,2,2018,6823.173729,2360,595.0274428,154.7071351,0,0.51,0.04,0.66,0,0.6,0,0.6
1,11/02/2018 12:00,12,11,2,2018,6840.654359,2339,589.7011102,153.3222887,0.06,0.36,0.08,0.63,0.1,0.5,0.1,0.5
1,11/02/2018 13:00,13,11,2,2018,6958.116111,2346,591.5577176,153.8050066,0.07,0.31,0.15,0.64,0.1,0.5,0.1,0.5
1,11/02/2018 14:00,14,11,2,2018,7040.167547,2388,602.0277657,156.5272191,0.59,0.31,0.28,0.55,0.6,0.5,0.6,0.5
1,11/02/2018 15:00,15,11,2,2018,7101.27432,2409,607.2627897,157.8883253,0.41,0.25,0.36,0.49,0.4,0.4,0.4,0.4
1,11/02/2018 16:00,16,11,2,2018,7132.011305,2475,623.9418198,162.2248732,0.22,0.12,0.4,0.32,0.2,0.3,0.2,0.3
1,11/02/2018 17:00,17,11,2,2018,7382.995854,2590,652.8561969,169.7426112,0.02,0,0.66,0.14,0,0.1,0,0.1
1,11/02/2018 18:00,18,11,2,2018,8170.814855,2496,629.2681524,163.6097196,0.03,0,0.77,0.02,0,0,0,0
1,11/02/2018 19:00,19,11,2,2018,8272.443428,2411,607.962822,158.0703337,0.6,0,0.92,0,0.6,0,0.6,0
1,11/02/2018 20:00,20,11,2,2018,8165.101953,2369,597.3101568,155.3006408,1.1,0,0.31,0,1.1,0,1.1,0
1,11/02/2018 21:00,21,11,2,2018,7786.686089,2258,569.1566844,147.980738,0.7,0,0.18,0,0.7,0,0.7,0
1,11/02/2018 22:00,22,11,2,2018,7120.99483,2092,527.3069282,137.0998013,0.59,0,0.14,0,0.6,0,0.6,0
1,11/02/2018 23:00,23,11,2,2018,6520.941264,1907,480.8917441,125.0318535,0.07,0,0.24,0,0.1,0,0.1,0
1,12/02/2018 00:00,0,12,2,2018,5775.395589,1765,444.8768717,115.6679866,0,0,0.37,0,0,0,0,0
1,12/02/2018 01:00,1,12,2,2018,5245.092898,1632,411.5111063,106.9928876,0,0,0.39,0,0,0,0,0
1,12/02/2018 02:00,2,12,2,2018,5028.373384,1550,390.8561087,101.6225883,0.09,0,0.39,0,0.1,0,0.1,0
1,12/02/2018 03:00,3,12,2,2018,4903.624679,1500,378.1453409,98.31778864,0.27,0,0.18,0,0.3,0,0.3,0
1,12/02/2018 04:00,4,12,2,2018,4946.859733,1557,392.4449546,102.0356882,0.28,0,0.31,0,0.3,0,0.3,0
1,12/02/2018 05:00,5,12,2,2018,5252.978873,1702,428.988412,111.5369871,0.04,0,0.09,0,0,0,0,0
1,12/02/2018 06:00,6,12,2,2018,5785.697113,1840,463.9430233,120.6251861,0,0.01,0.09,0,0,0,0,0
1,12/02/2018 07:00,7,12,2,2018,6523.054662,2023,510.0195564,132.6050847,0,0.17,0.31,0,0,0,0,0
1,12/02/2018 08:00,8,12,2,2018,6915.296467,2199,554.5072436,144.1718833,0,0.42,0.25,0.03,0,0,0,0
1,12/02/2018 09:00,9,12,2,2018,7023.576167,2319,584.695317,152.0207824,0,0.6,0.56,0.13,0,0.1,0,0.1
1,12/02/2018 10:00,10,12,2,2018,6926.268847,2407,606.9391606,157.8041818,0,0.71,0.65,0.27,0,0.2,0,0.2
1,12/02/2018 11:00,11,12,2,2018,6874.982905,2464,621.2387743,161.5220813,0.01,0.76,0.94,0,0,0,0,0
1,12/02/2018 12:00,12,12,2,2018,6843.859296,2442,615.6778135,160.0762315,0.04,0.76,0.97,0,0,0,0,0
1,12/02/2018 13:00,13,12,2,2018,6866.974126,2450,617.6162055,160.5802134,0.07,0.69,1.01,0,0.1,0,0.1,0
1,12/02/2018 14:00,14,12,2,2018,6888.179097,2493,628.5474658,163.4223411,0.33,0.51,0.97,0,0.3,0,0.3,0
1,12/02/2018 15:00,15,12,2,2018,6991.377529,2515,634.0130959,164.8434049,0.56,0.3,0.93,0,0.6,0,0.6,0
1,12/02/2018 16:00,16,12,2,2018,7014.546297,2584,651.4268478,169.3709804,0.72,0.1,0.97,0,0.7,0,0.7,0
1,12/02/2018 17:00,17,12,2,2018,7336.648751,2704,681.6149212,177.2198795,0.48,0.01,1,0,0.5,0,0.5,0
1,12/02/2018 18:00,18,12,2,2018,8254.723129,2606,656.9878087,170.8168303,0.65,0,1,0,0.7,0,0.7,0
1,12/02/2018 19:00,19,12,2,2018,8409.674004,2518,634.7439651,165.0334309,0.3,0,0.74,0,0.3,0,0.3,0
1,12/02/2018 20:00,20,12,2,2018,8347.768582,2474,623.6220433,162.1417313,0.11,0,0.7,0,0.1,0,0.1,0
1,12/02/2018 21:00,21,12,2,2018,7992.308717,2357,594.2283929,154.4993821,0.21,0,0.69,0,0.2,0,0.2,0
1,12/02/2018 22:00,22,12,2,2018,7371.368192,2184,550.5351287,143.1391335,0.15,0,0.79,0,0.1,0,0.1,0
1,12/02/2018 23:00,23,12,2,2018,6748.475455,1991,502.0753266,130.5395849,0.3,0,0.94,0,0.3,0,0.3,0
1,13/02/2018 00:00,0,13,2,2018,5942.882948,1897,478.2645128,124.3487733,0.46,0,0.66,0,0.5,0,0.5,0
1,13/02/2018 01:00,1,13,2,2018,5446.925638,1755,442.3946743,115.0226153,0.09,0,0.55,0,0.1,0,0.1,0
1,13/02/2018 02:00,2,13,2,2018,5127.805093,1667,420.1895362,109.2492794,0.01,0,0.73,0,0,0,0,0
1,13/02/2018 03:00,3,13,2,2018,4933.303289,1612,406.5248359,105.6964573,0.07,0,0.61,0,0.1,0,0.1,0
1,13/02/2018 04:00,4,13,2,2018,5051.899739,1673,421.8976238,109.6933822,0.15,0,0.34,0,0.1,0,0.1,0
1,13/02/2018 05:00,5,13,2,2018,5383.985796,1829,461.1836373,119.9077457,0.27,0,0.6,0,0.3,0,0.3,0
1,13/02/2018 06:00,6,13,2,2018,6003.727694,1978,498.7615634,129.6780065,0.24,0.01,0.6,0,0.2,0,0.2,0
1,13/02/2018 07:00,7,13,2,2018,6867.352335,2175,548.2961022,142.5569866,0.13,0.17,0.83,0,0.1,0,0.1,0
1,13/02/2018 08:00,8,13,2,2018,7341.295415,2365,596.1225535,154.9918639,0.35,0.43,0.66,0,0.3,0,0.3,0
1,13/02/2018 09:00,9,13,2,2018,7634.120072,2493,628.5762168,163.4298164,1.12,0.61,0.86,0,1.1,0,1.1,0
1,13/02/2018 10:00,10,13,2,2018,7601.715636,2588,652.4894425,169.647255,0.63,0.72,0.97,0,0.6,0,0.6,0
1,13/02/2018 11:00,11,13,2,2018,7426.817457,2649,667.8622304,173.6441799,0.62,0.77,0.86,0.66,0.6,0.6,0.6,0.6
1,13/02/2018 12:00,12,13,2,2018,7398.412951,2625,661.883924,172.0898202,1.08,0.76,0.87,0.94,1.1,0.8,1.1,0.8
1,13/02/2018 13:00,13,13,2,2018,7445.482893,2634,663.9677908,172.6316256,1.1,0.69,0.88,0.93,1.1,0.8,1.1,0.8
1,13/02/2018 14:00,14,13,2,2018,7543.460254,2680,675.7194331,175.6870526,0.97,0.56,0.91,0.97,1,0.8,1,0.8
1,13/02/2018 15:00,15,13,2,2018,7564.404746,2704,681.5952542,177.2147661,0.81,0.37,0.88,0.82,0.8,0.7,0.8,0.7
1,13/02/2018 16:00,16,13,2,2018,7573.103052,2778,700.3158937,182.0821324,0.6,0.13,0.7,0.61,0.6,0.5,0.6,0.5
1,13/02/2018 17:00,17,13,2,2018,7904.048802,2907,732.7695571,190.5200848,0.34,0.01,0.42,0.32,0.3,0.3,0.3,0.3
1,13/02/2018 18:00,18,13,2,2018,8815.750722,2802,706.2942002,183.636492,0.19,0,0.84,0.04,0.2,0,0.2,0
1,13/02/2018 19:00,19,13,2,2018,9022.225471,2707,682.3809745,177.4190534,0.36,0,0.56,0,0.4,0,0.4,0
1,13/02/2018 20:00,20,13,2,2018,8907.524857,2659,670.4243617,174.310334,0.44,0,0.49,0,0.4,0,0.4,0
1,13/02/2018 21:00,21,13,2,2018,8500.487758,2534,638.8247421,166.0944329,0.44,0,0.51,0,0.4,0,0.4,0
1,13/02/2018 22:00,22,13,2,2018,7828.440634,2348,591.8523346,153.881607,0.43,0,0.28,0,0.4,0,0.4,0
1,13/02/2018 23:00,23,13,2,2018,7162.043164,2141,539.7556644,140.3364728,0.31,0,0.52,0,0.3,0,0.3,0
1,14/02/2018 00:00,0,14,2,2018,6305.755172,1895,477.6305702,124.1839483,0.36,0,0.85,0,0.4,0,0.4,0
1,14/02/2018 01:00,1,14,2,2018,5648.53059,1752,441.8082775,114.8701521,0.24,0,0.93,0,0.2,0,0.2,0
1,14/02/2018 02:00,2,14,2,2018,5325.213619,1664,419.6325724,109.1044688,0.16,0,0.8,0,0.2,0,0.2,0
1,14/02/2018 03:00,3,14,2,2018,5170.808937,1610,405.9859847,105.556356,0.02,0,0.91,0,0,0,0,0
1,14/02/2018 04:00,4,14,2,2018,5213.031721,1671,421.3383959,109.5479829,0.01,0,0.8,0,0,0,0,0
1,14/02/2018 05:00,5,14,2,2018,5531.974051,1827,460.5723356,119.7488073,0,0,0.9,0,0,0,0,0
1,14/02/2018 06:00,6,14,2,2018,6157.613415,1976,498.1004518,129.5061175,0.05,0.01,0.94,0,0.1,0,0.1,0
1,14/02/2018 07:00,7,14,2,2018,6987.840336,2172,547.5693323,142.3680264,0.02,0.13,0.96,0,0,0,0,0
