Replicate,Date,Hour,Day,Month,Year,Israel energy demand,Jordan energy demand,West Bank energy demand,Gaza energy demand,Israel wind,Israel solar,Jordan wind,Jordan solar,West Bank wind,West Bank solar,Gaza wind,Gaza solar
1,01/01/2018 00:00,0,1,1,2018,6360.576934,1964,495.1696476,128.7441084,0.93,0,0.19,0,0.9,0,0.9,0
1,01/01/2018 01:00,1,1,1,2018,5721.469053,1817,458.031924,119.0883002,1.06,0,0.07,0,1.1,0,1.1,0
1,01/01/2018 02:00,2,1,1,2018,5308.131923,1726,435.0419046,113.1108952,1.1,0,0.02,0,1.1,0,1.1,0
1,01/01/2018 03:00,3,1,1,2018,5111.899745,1669,420.8942004,109.4324921,0.97,0,0,0,1,0,1,0
1,01/01/2018 04:00,4,1,1,2018,5076.989437,1733,436.8103677,113.5706956,0.88,0,0,0,0.9,0,0.9,0
1,01/01/2018 05:00,5,1,1,2018,5312.7601,1894,477.4850173,124.1461045,1.2,0,0.05,0,1.2,0,1.2,0
1,01/01/2018 06:00,6,1,1,2018,5804.059968,2048,516.3912039,134.261713,1.16,0,0.02,0,1.2,0,1.2,0
1,01/01/2018 07:00,7,1,1,2018,6574.271122,2252,567.6766317,147.5959242,0.59,0.05,0.03,0,0.6,0,0.6,0
1,01/01/2018 08:00,8,1,1,2018,7032.884529,2448,617.1935964,160.4703351,0.57,0.25,0.18,0,0.6,0,0.6,0
1,01/01/2018 09:00,9,1,1,2018,7517.944864,2581,650.7943939,169.2065424,0.44,0.46,0.17,0.05,0.4,0,0.4,0
1,01/01/2018 10:00,10,1,1,2018,7984.915874,2680,675.5528763,175.6437478,0.77,0.6,0.15,0.16,0.8,0.1,0.8,0.1
1,01/01/2018 11:00,11,1,1,2018,8238.055371,2743,691.4690436,179.7819513,0.5,0.63,0.1,0.34,0.5,0.3,0.5,0.3
1,01/01/2018 12:00,12,1,1,2018,8502.156124,2718,685.279423,178.17265,0.1,0.65,0.04,0.42,0.1,0.4,0.1,0.4
1,01/01/2018 13:00,13,1,1,2018,8628.553287,2727,687.4369479,178.7336064,0.12,0.59,0.03,0.41,0.1,0.3,0.1,0.3
1,01/01/2018 14:00,14,1,1,2018,8695.901886,2775,699.6039735,181.8970331,0.09,0.45,0.02,0.47,0.1,0.4,0.1,0.4
1,01/01/2018 15:00,15,1,1,2018,8639.000014,2799,705.6874863,183.4787464,0.13,0.23,0,0.12,0.1,0.1,0.1,0.1
1,01/01/2018 16:00,16,1,1,2018,8508.524885,2876,725.0698411,188.5181587,0.13,0.06,0,0.17,0.1,0.1,0.1,0.1
1,01/01/2018 17:00,17,1,1,2018,9271.298111,3009,758.6706386,197.254366,0.12,0,0,0.07,0.1,0.1,0.1,0.1
1,01/01/2018 18:00,18,1,1,2018,9877.803038,2901,731.2594617,190.12746,0.18,0,0,0,0.2,0,0.2,0
1,01/01/2018 19:00,19,1,1,2018,9987.72656,2802,706.5009793,183.6902546,0.14,0,0,0,0.1,0,0.1,0
1,01/01/2018 20:00,20,1,1,2018,9798.202481,2753,694.1217381,180.4716519,0.1,0,0,0,0.1,0,0.1,0
1,01/01/2018 21:00,21,1,1,2018,9330.534281,2623,661.4051721,171.9653447,0.08,0,0,0,0.1,0,0.1,0
1,01/01/2018 22:00,22,1,1,2018,8592.870139,2431,612.7724389,159.3208341,0.11,0,0,0,0.1,0,0.1,0
1,01/01/2018 23:00,23,1,1,2018,7708.611973,2217,558.8343165,145.2969223,0.19,0,0.02,0,0.2,0,0.2,0
1,02/01/2018 00:00,0,2,1,2018,6682.020643,1926,485.6605093,126.2717324,0.44,0,0,0,0.4,0,0.4,0
1,02/01/2018 01:00,1,2,1,2018,5913.060904,1782,449.2359711,116.8013525,0.44,0,0,0,0.4,0,0.4,0
1,02/01/2018 02:00,2,2,1,2018,5479.179252,1692,426.6874474,110.9387363,0.55,0,0,0,0.5,0,0.5,0
1,02/01/2018 03:00,3,2,1,2018,5335.053313,1637,412.8114329,107.3309725,0.51,0,0.01,0,0.5,0,0.5,0
1,02/01/2018 04:00,4,2,1,2018,5291.059008,1699,428.4219492,111.3897068,0.44,0,0.01,0,0.4,0,0.4,0
1,02/01/2018 05:00,5,2,1,2018,5630.5224,1858,468.3154911,121.7620277,0.37,0,0.08,0,0.4,0,0.4,0
1,02/01/2018 06:00,6,2,1,2018,6198.116289,2009,506.4745311,131.6833781,0.48,0,0.08,0,0.5,0,0.5,0
1,02/01/2018 07:00,7,2,1,2018,7200.170717,2208,556.7750838,144.7615218,0.54,0.05,0.03,0,0.5,0,0.5,0
1,02/01/2018 08:00,8,2,1,2018,7661.687186,2401,605.3411348,157.388695,0.48,0.22,0,0,0.5,0,0.5,0
1,02/01/2018 09:00,9,2,1,2018,7967.947471,2532,638.2966693,165.957134,0.36,0.41,0,0.05,0.4,0,0.4,0
1,02/01/2018 10:00,10,2,1,2018,8060.259172,2628,662.5796948,172.2707206,0.31,0.55,0,0.2,0.3,0.2,0.3,0.2
1,02/01/2018 11:00,11,2,1,2018,8174.073461,2690,678.1902111,176.3294549,0.28,0.46,0,0.26,0.3,0.2,0.3,0.2
1,02/01/2018 12:00,12,2,1,2018,8098.735037,2666,672.1194548,174.7510582,0.18,0.58,0.05,0.39,0.2,0.3,0.2,0.3
1,02/01/2018 13:00,13,2,1,2018,8132.503711,2674,674.235547,175.3012422,0.25,0.55,0.07,0.64,0.3,0.5,0.3,0.5
1,02/01/2018 14:00,14,2,1,2018,8220.881862,2722,686.1689195,178.4039191,0.37,0.38,0.08,0.77,0.4,0.6,0.4,0.6
1,02/01/2018 15:00,15,2,1,2018,8208.428847,2745,692.1356058,179.9552575,0.26,0.09,0.11,0.64,0.3,0.5,0.3,0.5
1,02/01/2018 16:00,16,2,1,2018,8267.731207,2821,711.1457457,184.8978939,0.2,0.02,0.11,0.26,0.2,0.2,0.2,0.2
1,02/01/2018 17:00,17,2,1,2018,8931.443642,2951,744.1012803,193.4663329,0.2,0,0.1,0.03,0.2,0,0.2,0
1,02/01/2018 18:00,18,2,1,2018,9534.956349,2845,717.2165021,186.4762905,0.17,0,0.11,0,0.2,0,0.2,0
1,02/01/2018 19:00,19,2,1,2018,9627.879023,2749,692.9334766,180.1627039,0.13,0,0.25,0,0.1,0,0.1,0
1,02/01/2018 20:00,20,2,1,2018,9541.200224,2700,680.7919639,177.0059106,0.2,0,0.04,0,0.2,0,0.2,0
1,02/01/2018 21:00,21,2,1,2018,9120.934992,2573,648.7036802,168.6629569,0.41,0,0.09,0,0.4,0,0.4,0
1,02/01/2018 22:00,22,2,1,2018,8447.257815,2384,601.0048802,156.2612689,0.34,0,0.08,0,0.3,0,0.3,0
1,02/01/2018 23:00,23,2,1,2018,7662.083949,2174,548.1025747,142.5066694,0.31,0,0.17,0,0.3,0,0.3,0
1,03/01/2018 00:00,0,3,1,2018,6658.971215,1896,478.0531986,124.2938316,0.28,0,0.13,0,0.3,0,0.3,0
1,03/01/2018 01:00,1,3,1,2018,5892.780772,1754,442.1992087,114.9717943,0.3,0,0.09,0,0.3,0,0.3,0
1,03/01/2018 02:00,2,3,1,2018,5458.410181,1666,420.0038816,109.2010092,0.05,0,0.04,0,0.1,0,0.1,0
1,03/01/2018 03:00,3,3,1,2018,5284.349117,1612,406.3452188,105.6497569,0.1,0,0.03,0,0.1,0,0.1,0
1,03/01/2018 04:00,4,3,1,2018,5269.537809,1673,421.7112145,109.6449158,0.11,0,0.05,0,0.1,0,0.1,0
1,03/01/2018 05:00,5,3,1,2018,5632.311634,1828,460.9798701,119.8547662,0.22,0,0,0,0.2,0,0.2,0
1,03/01/2018 06:00,6,3,1,2018,6213.51203,1977,498.5411928,129.6207101,0.24,0,0,0,0.2,0,0.2,0
1,03/01/2018 07:00,7,3,1,2018,7112.979358,2174,548.0538456,142.4939998,0.27,0.04,0,0,0.3,0,0.3,0
1,03/01/2018 08:00,8,3,1,2018,7520.862514,2363,595.8591654,154.923383,0.07,0.2,0,0.07,0.1,0.1,0.1,0.1
1,03/01/2018 09:00,9,3,1,2018,7530.125827,2492,628.2984896,163.3576073,0,0.44,0,0.34,0,0.3,0,0.3
1,03/01/2018 10:00,10,3,1,2018,7427.312522,2587,652.2011495,169.5722989,0,0.59,0,0.6,0,0.5,0,0.5
1,03/01/2018 11:00,11,3,1,2018,7285.078363,2648,667.5671452,173.5674578,0.04,0.65,0,0.7,0,0.6,0,0.6
1,03/01/2018 12:00,12,3,1,2018,7202.416332,2624,661.5914802,172.0137849,0.01,0.65,0,0.76,0,0.6,0,0.6
1,03/01/2018 13:00,13,3,1,2018,7187.875378,2632,663.6744263,172.5553508,0.05,0.53,0,0.75,0.1,0.6,0.1,0.6
1,03/01/2018 14:00,14,3,1,2018,7220.444846,2679,675.4208763,175.6094278,0.02,0.39,0,0.78,0,0.6,0,0.6
1,03/01/2018 15:00,15,3,1,2018,7281.023281,2702,681.2941013,177.1364663,0.02,0.24,0,0.57,0,0.5,0,0.5
1,03/01/2018 16:00,16,3,1,2018,7459.294312,2777,700.0064694,182.001682,0.08,0.06,0,0.41,0.1,0.3,0.1,0.3
1,03/01/2018 17:00,17,3,1,2018,8250.284675,2905,732.4457936,190.4359063,0.16,0,0,0.1,0.2,0.1,0.2,0.1
1,03/01/2018 18:00,18,3,1,2018,9079.385053,2800,705.9821344,183.5553549,0.11,0,0,0,0.1,0,0.1,0
1,03/01/2018 19:00,19,3,1,2018,9298.779901,2705,682.0794745,177.3406634,0.11,0,0.02,0,0.1,0,0.1,0
1,03/01/2018 20:00,20,3,1,2018,9264.076934,2658,670.1281445,174.2333176,0.1,0,0,0,0.1,0,0.1,0
1,03/01/2018 21:00,21,3,1,2018,8923.466302,2533,638.5424867,166.0210465,0.07,0,0,0,0.1,0,0.1,0
1,03/01/2018 22:00,22,3,1,2018,8341.089831,2347,591.5908333,153.8136167,0.01,0,0,0,0,0,0,0
1,03/01/2018 23:00,23,3,1,2018,7654.480866,2140,539.5171813,140.2744671,0,0,0,0,0,0,0,0
1,04/01/2018 00:00,0,4,1,2018,6634.168103,1985,500.4525022,130.1176506,0,0,0.02,0,0,0,0,0
1,04/01/2018 01:00,1,4,1,2018,5890.91835,1836,462.9185645,120.3588268,0.03,0,0.03,0,0,0,0,0
1,04/01/2018 02:00,2,4,1,2018,5409.318195,1744,439.6832698,114.3176501,0.04,0,0.04,0,0,0,0,0
1,04/01/2018 03:00,3,4,1,2018,5297.887834,1687,425.3846268,110.600003,0.15,0,0.03,0,0.2,0,0.2,0
1,04/01/2018 04:00,4,4,1,2018,5261.000103,1751,441.4706001,114.782356,0.18,0,0,0,0.2,0,0.2,0
1,04/01/2018 05:00,5,4,1,2018,5551.859766,1914,482.5791985,125.4705916,0.27,0,0,0,0.3,0,0.3,0
1,04/01/2018 06:00,6,4,1,2018,6131.935959,2070,521.9004665,135.6941213,0.35,0,0,0,0.4,0,0.4,0
1,04/01/2018 07:00,7,4,1,2018,7022.599961,2276,573.7330471,149.1705923,0.25,0.07,0,0,0.3,0,0.3,0
1,04/01/2018 08:00,8,4,1,2018,7440.015648,2474,623.7782973,162.1823573,0.24,0.26,0,0.04,0.2,0,0.2,0
1,04/01/2018 09:00,9,4,1,2018,7653.646215,2609,657.7375743,171.0117693,0.3,0.46,0,0.17,0.3,0.1,0.3,0.1
1,04/01/2018 10:00,10,4,1,2018,7843.001519,2708,682.7601994,177.5176518,0.27,0.59,0.01,0.24,0.3,0.2,0.3,0.2
1,04/01/2018 11:00,11,4,1,2018,7984.101093,2772,698.8461727,181.7000049,0.35,0.65,0,0.44,0.4,0.4,0.4,0.4
1,04/01/2018 12:00,12,4,1,2018,8010.741515,2747,692.5905164,180.0735343,0.87,0.65,0,0.5,0.9,0.4,0.9,0.4
1,04/01/2018 13:00,13,4,1,2018,8092.127378,2756,694.7710594,180.6404755,0.85,0.59,0.04,0.22,0.9,0.2,0.9,0.2
1,04/01/2018 14:00,14,4,1,2018,8132.68992,2805,707.0678924,183.837652,1.14,0.46,0.05,0.27,1.1,0.2,1.1,0.2
1,04/01/2018 15:00,15,4,1,2018,8284.840332,2829,713.2163088,185.4362403,1.18,0.26,0,0.47,1.2,0.4,1.2,0.4
1,04/01/2018 16:00,16,4,1,2018,8462.128144,2907,732.8054496,190.5294169,0.91,0.07,0.06,0.11,0.9,0.1,0.9,0.1
1,04/01/2018 17:00,17,4,1,2018,9281.887617,3041,766.7647265,199.3588289,1.01,0,0.06,0.02,1,0,1,0
1,04/01/2018 18:00,18,4,1,2018,9949.642019,2931,739.0611059,192.1558875,0.7,0,0.05,0,0.7,0,0.7,0
1,04/01/2018 19:00,19,4,1,2018,10045.76425,2832,714.0384808,185.650005,0.74,0,0.03,0,0.7,0,0.7,0
1,04/01/2018 20:00,20,4,1,2018,9822.89666,2783,701.5271682,182.3970637,0.18,0,0.02,0,0.2,0,0.2,0
1,04/01/2018 21:00,21,4,1,2018,9350.377311,2651,668.4615565,173.8000047,0.04,0,0,0,0,0,0,0
1,04/01/2018 22:00,22,4,1,2018,8655.762294,2456,619.3099714,161.0205926,0.34,0,0.02,0,0.3,0,0.3,0
1,04/01/2018 23:00,23,4,1,2018,7941.546378,2240,564.7963953,146.8470628,0.74,0,0.09,0,0.7,0,0.7,0
1,05/01/2018 00:00,0,5,1,2018,6997.038451,1923,484.7095954,126.0244948,0.88,0,0.11,0,0.9,0,0.9,0
1,05/01/2018 01:00,1,5,1,2018,6181.321847,1778,448.3563758,116.5726577,0.96,0,0.14,0,1,0,1,0
1,05/01/2018 02:00,2,5,1,2018,5735.848194,1689,425.8520017,110.7215204,1.02,0,0.23,0,1,0,1,0
1,05/01/2018 03:00,3,5,1,2018,5492.572527,1634,412.0031561,107.1208206,0.97,0,0.39,0,1,0,1,0
1,05/01/2018 04:00,4,5,1,2018,5404.52285,1696,427.5831074,111.1716079,1.1,0,0.48,0,1.1,0,1.1,0
1,05/01/2018 05:00,5,5,1,2018,5606.870016,1854,467.3985384,121.52362,0.98,0,0.47,0,1,0,1,0
1,05/01/2018 06:00,6,5,1,2018,5984.231003,2005,505.4828638,131.4255446,1.11,0,0.71,0,1.1,0,1.1,0
1,05/01/2018 07:00,7,5,1,2018,6489.533821,2204,555.684929,144.4780816,1.1,0.06,0.84,0,1.1,0,1.1,0
1,05/01/2018 08:00,8,5,1,2018,7264.571162,2396,604.1558886,157.080531,0.81,0.25,0.94,0.01,0.8,0,0.8,0
1,05/01/2018 09:00,9,5,1,2018,7940.464822,2527,637.0468968,165.6321932,0.91,0.45,0.97,0.06,0.9,0.1,0.9,0.1
1,05/01/2018 10:00,10,5,1,2018,8468.457858,2623,661.2823766,171.9334179,0.7,0.57,1,0.28,0.7,0.2,0.7,0.2
1,05/01/2018 11:00,11,5,1,2018,8917.522438,2685,676.8623279,175.9842053,0.32,0.58,0.98,0.21,0.3,0.2,0.3,0.2
1,05/01/2018 12:00,12,5,1,2018,9108.946542,2661,670.803458,174.4088991,0.89,0.44,1.01,0.11,0.9,0.1,0.9,0.1
1,05/01/2018 13:00,13,5,1,2018,9395.248656,2669,672.9154069,174.9580058,1.07,0.4,1,0.33,1.1,0.3,1.1,0.3
1,05/01/2018 14:00,14,5,1,2018,9366.453883,2716,684.8254141,178.0546077,0.71,0.31,1.01,0.39,0.7,0.3,0.7,0.3
1,05/01/2018 15:00,15,5,1,2018,9312.95591,2740,690.7804177,179.6029086,0.75,0.25,0.99,0.17,0.7,0.1,0.7,0.1
1,05/01/2018 16:00,16,5,1,2018,9247.033773,2815,709.7533362,184.5358674,1.07,0.06,0.88,0.2,1.1,0.2,1.1,0.2
1,05/01/2018 17:00,17,5,1,2018,9121.369327,2946,742.6443444,193.0875295,1.13,0,0.91,0.08,1.1,0.1,1.1,0.1
1,05/01/2018 18:00,18,5,1,2018,9226.715138,2839,715.8122061,186.1111736,0.75,0,0.81,0,0.7,0,0.7,0
1,05/01/2018 19:00,19,5,1,2018,8844.768977,2743,691.5767263,179.8099488,0.58,0,1,0,0.6,0,0.6,0
1,05/01/2018 20:00,20,5,1,2018,8392.504881,2695,679.4589864,176.6593365,0.15,0,1,0,0.1,0,0.1,0
1,05/01/2018 21:00,21,5,1,2018,8032.681703,2568,647.433531,168.3327181,0.09,0,1,0,0.1,0,0.1,0
1,05/01/2018 22:00,22,5,1,2018,7633.392579,2379,599.8281243,155.9553123,0.06,0,1,0,0.1,0,0.1,0
1,05/01/2018 23:00,23,5,1,2018,7082.207904,2170,547.0294006,142.2276441,0.07,0,1,0,0.1,0,0.1,0
1,06/01/2018 00:00,0,6,1,2018,6463.4147,1915,482.9134249,125.5574905,0.03,0,1,0,0,0,0,0
1,06/01/2018 01:00,1,6,1,2018,5908.898344,1772,446.694918,116.1406787,0,0,1,0,0,0,0,0
1,06/01/2018 02:00,2,6,1,2018,5498.764148,1683,424.2739376,110.3112238,0,0,1,0,0,0,0,0
1,06/01/2018 03:00,3,6,1,2018,5318.38394,1628,410.4764111,106.7238669,0,0,1,0,0,0,0,0
1,06/01/2018 04:00,4,6,1,2018,5268.321196,1690,425.9986284,110.7596434,0,0,1,0,0,0,0,0
1,06/01/2018 05:00,5,6,1,2018,5351.088854,1847,465.6665168,121.0732944,0,0,1,0,0,0,0,0
1,06/01/2018 06:00,6,6,1,2018,5492.462551,1998,503.6097145,130.9385258,0,0,1,0,0,0,0,0
1,06/01/2018 07:00,7,6,1,2018,5425.123276,2196,553.6257478,143.9426944,0,0.04,0.92,0,0,0,0,0
1,06/01/2018 08:00,8,6,1,2018,5847.942773,2387,601.9170903,156.4984435,0,0.14,0.52,0,0,0,0,0
1,06/01/2018 09:00,9,6,1,2018,6308.401675,2517,634.6862155,165.018416,0,0.45,0.61,0.05,0,0,0,0
1,06/01/2018 10:00,10,6,1,2018,6551.063621,2613,658.8318868,171.2962906,0,0.6,0.15,0.1,0,0.1,0,0.1
1,06/01/2018 11:00,11,6,1,2018,6623.402244,2675,674.354104,175.332067,0,0.63,0.1,0.07,0,0.1,0,0.1
1,06/01/2018 12:00,12,6,1,2018,6683.579286,2651,668.3176862,173.7625984,0,0.58,0.06,0.11,0,0.1,0,0.1
1,06/01/2018 13:00,13,6,1,2018,6732.556707,2659,670.421809,174.3096703,0.2,0.44,0.11,0.09,0.2,0.1,0.2,0.1
1,06/01/2018 14:00,14,6,1,2018,6573.188881,2706,682.2876817,177.3947972,0.04,0.19,0.31,0.13,0,0.1,0,0.1
1,06/01/2018 15:00,15,6,1,2018,6584.482507,2730,688.2206181,178.9373607,0.01,0.1,0.07,0.12,0,0.1,0,0.1
1,06/01/2018 16:00,16,6,1,2018,6778.174622,2805,707.1232293,183.8520396,0.02,0.03,0,0.05,0,0,0,0
1,06/01/2018 17:00,17,6,1,2018,7606.699442,2935,739.8923545,192.3720122,0.01,0,0.05,0.02,0,0,0,0
1,06/01/2018 18:00,18,6,1,2018,8444.505392,2829,713.1596471,185.4215082,0,0,0.01,0,0,0,0,0
1,06/01/2018 19:00,19,6,1,2018,8643.929384,2733,689.0139758,179.1436337,0,0,0.06,0,0,0,0,0
1,06/01/2018 20:00,20,6,1,2018,8521.638938,2685,676.9411402,176.0046965,0,0,0.08,0,0,0,0,0
1,06/01/2018 21:00,21,6,1,2018,8285.161929,2559,645.0343603,167.7089337,0,0,0.12,0,0,0,0,0
1,06/01/2018 22:00,22,6,1,2018,7953.074324,2370,597.6053633,155.3773944,0,0,0.49,0,0,0,0,0
1,06/01/2018 23:00,23,6,1,2018,7347.068019,2162,545.0022938,141.7005964,0,0,0.42,0,0,0,0,0
1,07/01/2018 00:00,0,7,1,2018,6449.418048,1970,496.6488468,129.1287002,0,0,0.31,0,0,0,0,0
1,07/01/2018 01:00,1,7,1,2018,5728.589563,1822,459.4001833,119.4440477,0,0,0,0,0,0,0,0
1,07/01/2018 02:00,2,7,1,2018,5312.09113,1731,436.3414869,113.4487866,0.03,0,0.56,0,0,0,0,0
1,07/01/2018 03:00,3,7,1,2018,5087.109711,1674,422.1515198,109.7593952,0,0,0.62,0,0,0,0,0
1,07/01/2018 04:00,4,7,1,2018,5073.167482,1738,438.1152328,113.9099605,0.03,0,0.9,0,0,0,0,0
1,07/01/2018 05:00,5,7,1,2018,5379.806874,1900,478.911388,124.5169609,0.1,0,0.98,0,0.1,0,0.1,0
1,07/01/2018 06:00,6,7,1,2018,6027.621378,2054,517.9337974,134.6627873,0.11,0,1,0,0.1,0,0.1,0
1,07/01/2018 07:00,7,7,1,2018,7022.7389,2258,569.372428,148.0368313,0.03,0.06,0.87,0,0,0,0,0
1,07/01/2018 08:00,8,7,1,2018,7446.372844,2455,619.0373127,160.9497013,0.01,0.25,0.89,0.05,0,0,0,0
1,07/01/2018 09:00,9,7,1,2018,7586.97343,2589,652.7384844,169.712006,0.05,0.47,0.78,0.3,0.1,0.3,0.1,0.3
1,07/01/2018 10:00,10,7,1,2018,7531.968136,2688,677.5709268,176.168441,0.03,0.61,0.84,0.56,0,0.5,0,0.5
1,07/01/2018 11:00,11,7,1,2018,7375.188017,2751,693.5346397,180.3190063,0.02,0.68,0.89,0.61,0,0.5,0,0.5
1,07/01/2018 12:00,12,7,1,2018,7279.243783,2726,687.3265291,178.7048976,0,0.67,0.94,0.68,0,0.6,0,0.6
1,07/01/2018 13:00,13,7,1,2018,7245.374735,2735,689.4904991,179.2675298,0,0.6,0.83,0.69,0,0.6,0,0.6
1,07/01/2018 14:00,14,7,1,2018,7268.467262,2783,701.6938708,182.4404064,0,0.45,0.75,0.63,0,0.5,0,0.5
1,07/01/2018 15:00,15,7,1,2018,7274.47251,2807,707.7955566,184.0268447,0,0.24,0.85,0.51,0,0.4,0,0.4
1,07/01/2018 16:00,16,7,1,2018,7301.476103,2885,727.2358115,189.081311,0,0.06,0.8,0.32,0,0.3,0,0.3
1,07/01/2018 17:00,17,7,1,2018,8251.53079,3018,760.9369832,197.8436156,0,0,0.49,0.09,0,0.1,0,0.1
1,07/01/2018 18:00,18,7,1,2018,9195.922289,2909,733.443922,190.6954197,0,0,0.35,0,0,0,0,0
1,07/01/2018 19:00,19,7,1,2018,9466.921723,2811,708.6114797,184.2389847,0,0,0.57,0,0,0,0,0
1,07/01/2018 20:00,20,7,1,2018,9458.391656,2761,696.1952585,181.0107672,0,0,0.73,0,0,0,0,0
1,07/01/2018 21:00,21,7,1,2018,9161.6874,2631,663.3809597,172.4790495,0,0,0.78,0,0,0,0,0
1,07/01/2018 22:00,22,7,1,2018,8540.992755,2438,614.602948,159.7967665,0.02,0,0.8,0,0,0,0,0
1,07/01/2018 23:00,23,7,1,2018,7753.559778,2223,560.5036986,145.7309616,0.02,0,0.92,0,0,0,0,0
1,08/01/2018 00:00,0,8,1,2018,6707.778818,1966,495.5922759,128.8539917,0.01,0,0.71,0,0,0,0,0
1,08/01/2018 01:00,1,8,1,2018,5978.739254,1818,458.4228552,119.1899424,0.05,0,0.64,0,0,0,0,0
1,08/01/2018 02:00,2,8,1,2018,5564.945185,1727,435.4132139,113.2074356,0.05,0,0.87,0,0.1,0,0.1,0
1,08/01/2018 03:00,3,8,1,2018,5375.068343,1671,421.2534345,109.525893,0.05,0,0.85,0,0,0,0,0
1,08/01/2018 04:00,4,8,1,2018,5341.404216,1734,437.1831863,113.6676284,0.06,0,0.94,0,0.1,0,0.1,0
1,08/01/2018 05:00,5,8,1,2018,5706.455104,1896,477.8925518,124.2520635,0.02,0,0.99,0,0,0,0,0
1,08/01/2018 06:00,6,8,1,2018,6323.440516,2050,516.8319449,134.3763057,0.06,0,0.96,0,0.1,0,0.1,0
1,08/01/2018 07:00,7,8,1,2018,7245.062488,2254,568.1611449,147.7218977,0.04,0.06,0.98,0,0,0,0,0
1,08/01/2018 08:00,8,8,1,2018,7547.083827,2450,617.7203725,160.6072968,0.01,0.21,0.82,0.05,0,0,0,0
1,08/01/2018 09:00,9,8,1,2018,7581.890386,2584,651.3498484,169.3509606,0,0.46,0.95,0.29,0,0.2,0,0.2
1,08/01/2018 10:00,10,8,1,2018,7473.809503,2682,676.1294622,175.7936602,0,0.61,1,0.57,0,0.5,0,0.5
1,08/01/2018 11:00,11,8,1,2018,7277.507192,2745,692.0592139,179.9353956,0,0.61,1,0.69,0,0.6,0,0.6
1,08/01/2018 12:00,12,8,1,2018,7167.720162,2720,685.8643104,178.3247207,0,0.41,1.01,0.66,0,0.6,0,0.6
1,08/01/2018 13:00,13,8,1,2018,7106.63355,2729,688.0236768,178.886156,0,0.35,1,0.67,0,0.6,0,0.6
1,08/01/2018 14:00,14,8,1,2018,7147.279382,2777,700.201087,182.0522826,0,0.29,1,0.72,0,0.6,0,0.6
1,08/01/2018 15:00,15,8,1,2018,7176.802493,2801,706.2897921,183.6353459,0,0.19,1,0.65,0,0.5,0,0.5
1,08/01/2018 16:00,16,8,1,2018,7249.580841,2878,725.6886898,188.6790593,0,0.03,1,0.41,0,0.3,0,0.3
1,08/01/2018 17:00,17,8,1,2018,8122.590038,3012,759.3181656,197.4227231,0.01,0,1,0.12,0,0.1,0,0.1
1,08/01/2018 18:00,18,8,1,2018,9152.050001,2903,731.8835932,190.2897342,0.05,0,1,0,0,0,0,0
1,08/01/2018 19:00,19,8,1,2018,9498.804224,2805,707.1039794,183.8470346,0.01,0,1,0,0,0,0,0
1,08/01/2018 20:00,20,8,1,2018,9527.20282,2756,694.7141725,180.6256849,0,0,1,0,0,0,0,0
1,08/01/2018 21:00,21,8,1,2018,9250.0352,2626,661.9696828,172.1121175,0,0,1,0,0,0,0,0
1,08/01/2018 22:00,22,8,1,2018,8610.492644,2433,613.2954415,159.4568148,0,0,1,0,0,0,0,0
1,08/01/2018 23:00,23,8,1,2018,7808.429928,2219,559.3112828,145.4209335,0,0,1,0,0,0,0,0
1,09/01/2018 00:00,0,9,1,2018,6764.972512,1968,496.2262185,129.0188168,0.04,0,1,0,0,0,0,0
1,09/01/2018 01:00,1,9,1,2018,6014.662135,1821,459.0092521,119.3424055,0,0,1,0,0,0,0,0
1,09/01/2018 02:00,2,9,1,2018,5616.232947,1729,435.9701777,113.3522462,0,0,1,0,0,0,0,0
1,09/01/2018 03:00,3,9,1,2018,5411.624706,1673,421.7922857,109.6659943,0,0,1,0,0,0,0,0
1,09/01/2018 04:00,4,9,1,2018,5392.868914,1736,437.7424142,113.8130277,0,0,1,0,0,0,0,0
1,09/01/2018 05:00,5,9,1,2018,5757.692924,1898,478.5038535,124.4110019,0,0,1,0,0,0,0,0
1,09/01/2018 06:00,6,9,1,2018,6452.205674,2053,517.4930564,134.5481947,0.01,0,1,0,0,0,0,0
1,09/01/2018 07:00,7,9,1,2018,7402.489038,2256,568.8879148,147.9108578,0.01,0.02,1,0,0,0,0,0
1,09/01/2018 08:00,8,9,1,2018,7587.946495,2453,618.5105366,160.8127395,0,0.08,1,0.06,0,0,0,0
1,09/01/2018 09:00,9,9,1,2018,7599.018142,2587,652.18303,169.5675878,0,0.24,1,0.32,0,0.3,0,0.3
1,09/01/2018 10:00,10,9,1,2018,7442.052534,2685,676.9943409,176.0185286,0.01,0.22,1,0.6,0,0.5,0,0.5
1,09/01/2018 11:00,11,9,1,2018,7325.973499,2749,692.9444694,180.165562,0.07,0.31,1,0.71,0.1,0.6,0.1,0.6
1,09/01/2018 12:00,12,9,1,2018,7218.033749,2724,686.7416416,178.5528268,0.06,0.32,1,0.68,0.1,0.6,0.1,0.6
1,09/01/2018 13:00,13,9,1,2018,7257.907753,2733,688.9037702,179.1149802,0.06,0.33,1,0.69,0.1,0.6,0.1,0.6
1,09/01/2018 14:00,14,9,1,2018,7312.931075,2781,701.0967573,182.2851569,0.17,0.22,1,0.64,0.2,0.5,0.2,0.5
1,09/01/2018 15:00,15,9,1,2018,7346.748644,2805,707.1932508,183.8702452,0.07,0.11,1,0.55,0.1,0.5,0.1,0.5
