Israel,Jordan,West Bank,Gaza
12024.0,12132.701347073173,582.3009565714134,154.20761409648375
12024.0,12132.701347073173,582.3009565714134,154.20761409648375
12024.0,12132.70135947542,582.3009565714083,154.2076140964825
12024.0,12132.70135947542,582.3009565714083,154.2076140964825
12024.0,12132.70135947542,582.3009565714083,154.2076140964825
12024.0,12145.286708001602,587.9720261016018,246.07492217670108
12024.0,12136.239646957976,764.578135785574,248.2051813161405
12024.0,12136.239646957976,764.578135785574,248.2051813161405
12024.0,12136.239646957976,764.578135785574,248.2051813161405
12024.0,12136.23964671457,623.8937623639922,248.2051813161405
12024.0,17963.012504951046,1514.9075300433105,330.96885256399753
12024.0,17963.012504951046,1514.9075300433105,330.96885256399753
12024.0,17963.012504951046,1514.9075300433105,330.96885256399753
12024.0,17963.012504951046,1514.9075300433105,330.96885256399753
12024.0,16292.497101210707,698.5974989356346,391.8520947332106
12024.0,16292.497101210682,698.5974989354997,391.85209473321044
12024.0,16292.497101210682,698.5974989354997,391.85209473321044
12024.0,16292.497101210682,698.5974989354997,391.85209473321044
12024.0,12132.701347073023,582.3009565714108,154.20761409648298
12024.0,12132.701347073023,582.3009565714108,154.20761409648298
12024.0,12104.991429031563,152.36779578727322,60.0
12024.0,12104.991429031563,152.36779578727322,60.0
12024.0,12104.991429031563,152.36779578727322,60.0
12024.0,12104.991429031563,152.36779578727322,60.0
12024.0,12132.70135947542,582.3009565714083,154.2076140964825
12024.0,12132.70135947542,582.3009565714083,154.2076140964825
12024.0,12132.70135947542,582.3009565714083,154.2076140964825
12024.0,12132.70135947542,582.3009565714083,154.2076140964825
12024.0,12132.70135947542,582.3009565714083,154.2076140964825
12024.0,12132.70135947542,582.3009565714083,154.2076140964825
12024.0,17308.99421139138,946.2215120106207,282.5806508431982
12024.0,17308.99421139138,946.2215120106207,282.5806508431982
12024.0,17308.99421139138,946.2215120106207,282.5806508431982
12024.0,17308.99421139138,946.2215120106207,282.5806508431982
