Israel,Jordan,West Bank,Gaza
27418.332149223905,9968.210229991335,18.707481098656938,3284.4820505485854
27418.332149223905,9968.210229991335,18.707481098656938,3284.4820505485854
27418.332149223905,9968.210229991335,18.707481098656938,3284.4820505485854
27418.332149223905,9968.210229991335,18.707481098656938,3284.4820505485854
27418.332149223905,9968.210229991335,18.707481098656938,3284.4820505485854
27418.332149223905,9968.210229991335,18.707481098656938,3284.4820505485854
27418.332149223905,9968.210229991335,18.707481098656938,3284.4820505485854
27418.332149223905,9968.210229991335,18.707481098656938,3284.4820505485854
24241.15,13184.223501027363,518.8311218121223,3284.482050548585
24241.15,13184.223501027363,518.8311218121223,3284.482050548585
24972.778530338146,12533.763848877079,836.919542150483,3284.4820505485854
24972.778530338146,12533.763848877079,836.919542150483,3284.4820505485854
24972.778530338146,12533.763848877079,836.919542150483,3284.4820505485854
24972.778530338146,12533.763848877079,836.919542150483,3284.4820505485854
24972.778530338146,12533.763848877079,836.919542150483,3284.4820505485854
24972.778530338146,12533.763848877079,836.919542150483,3284.4820505485854
24258.75,13127.792379215241,301.5413209269914,3284.482050548585
24208.114098748647,13178.428280466593,301.5413209269913,3284.482050548585
24208.114098748647,13178.428280466593,301.5413209269913,3284.482050548585
24208.114098748647,13178.428280466593,301.5413209269913,3284.482050548585
24241.15,13265.392379215245,645.1679911666685,3284.482050548585
27418.332149223905,9968.21022999133,141.32141365192342,3284.4820505485854
27418.332149223905,9968.21022999133,141.32141365192342,3284.4820505485854
27418.332149223905,9968.21022999133,141.32141365192342,3284.4820505485854
27418.332149223905,9968.21022999133,141.32141365192342,3284.4820505485854
27418.332149223905,9968.21022999133,141.32141365192342,3284.4820505485854
27418.332149223905,9968.21022999133,141.32141365192342,3284.4820505485854
27418.332149223905,9968.21022999133,141.32141365192342,3284.4820505485854
27418.332149223905,9968.21022999133,141.32141365192342,3284.4820505485854
27418.332149223905,9968.21022999133,141.32141365192342,3284.4820505485854
24972.778530338146,12680.40964036004,1033.3228957414735,3360.987720825147
24972.778530338146,12680.40964036004,1033.3228957414735,3360.987720825147
24972.778530338146,12680.40964036004,1033.3228957414735,3360.987720825147
24972.778530338146,12680.40964036004,1033.3228957414735,3360.987720825147
24972.778530338146,12680.40964036004,1033.3228957414735,3360.987720825147
24972.778530338146,12680.40964036004,1033.3228957414735,3360.987720825147
24241.15,13157.43778945429,492.0454102390453,3284.482050548585
24241.15,13157.43778945429,492.0454102390453,3284.482050548585
24241.15,13157.43778945429,492.0454102390453,3284.482050548585
24241.15,13157.43778945429,492.0454102390453,3284.482050548585
27444.656309603888,9941.886069611352,229.71426184307748,3284.482050548587
27444.656309603888,9941.886069611352,229.71426184307748,3284.482050548587
27444.656309603888,9941.886069611352,229.71426184307748,3284.482050548587
27444.656309603888,9941.886069611352,229.71426184307748,3284.482050548587
27444.656309603888,9941.886069611352,229.71426184307748,3284.482050548587
27444.656309603888,9941.886069611352,229.71426184307748,3284.482050548587
27444.656309603888,9941.886069611352,229.71426184307748,3284.482050548587
27444.656309603888,9941.886069611352,229.71426184307748,3284.482050548587
27444.656309603888,9941.886069611352,229.71426184307748,3284.482050548587
24972.778530338146,12533.763848877094,750.9820508535279,3284.482050548586
24241.15,13145.392379215245,385.5951949944454,3284.482050548585
24241.15,13145.392379215245,385.5951949944454,3284.482050548585
24241.15,13145.392379215245,385.5951949944454,3284.482050548585
24241.15,13145.392379215245,385.5951949944454,3284.482050548585
24241.15,13145.392379215245,385.5951949944454,3284.482050548585
24241.15,13145.392379215245,385.5951949944454,3284.482050548585
24241.15,13145.392379215245,385.5951949944454,3284.482050548585
24972.778530338146,12533.76384887708,941.4760724463275,3309.9162974305045
24972.778530338146,12533.76384887708,941.4760724463275,3309.9162974305045
24972.778530338146,12533.76384887708,941.4760724463275,3309.9162974305045
24972.778530338146,12533.763848877086,862.9046518319685,3284.4820505485854
24972.778530338146,12533.763848877086,862.9046518319685,3284.4820505485854
24972.778530338146,12533.763848877086,862.9046518319685,3284.4820505485854
24972.778530338146,12533.763848877086,862.9046518319685,3284.4820505485854
24972.778530338146,12533.763848877086,862.9046518319685,3284.4820505485854
24972.778530338146,12533.763848877086,862.9046518319685,3284.4820505485854
24972.778530338146,12533.763848877086,862.9046518319685,3284.4820505485854
24972.778530338146,12533.763848877086,862.9046518319685,3284.4820505485854
24258.75,13127.792379215241,322.2180105623488,3284.482050548585
24258.75,13127.792379215241,322.2180105623488,3284.482050548585
24241.15,13145.392379215245,396.50789230199524,3284.482050548585
24241.15,13145.392379215245,396.50789230199524,3284.482050548585
24241.15,13145.392379215245,396.50789230199524,3284.482050548585
24241.15,13145.392379215245,396.50789230199524,3284.482050548585
24972.778530338146,12533.76384887708,954.5713092153875,3315.0234397699687
24972.778530338146,12533.76384887708,954.5713092153875,3315.0234397699687
24972.778530338146,12533.76384887708,954.5713092153875,3315.0234397699687
24972.778530338146,12533.76384887708,954.5713092153875,3315.0234397699687
24972.778530338146,12533.76384887708,954.5713092153875,3315.0234397699687
24972.778530338146,12533.76384887708,954.5713092153875,3315.0234397699687
24241.15,13193.152071551727,527.7596923364814,3284.482050548585
24241.15,13193.152071551727,527.7596923364814,3284.482050548585
24241.15,13193.152071551727,527.7596923364814,3284.482050548585
27418.332149223905,9968.210229991335,28.06122164798542,3284.4820505485854
27418.332149223905,9968.210229991335,28.06122164798542,3284.4820505485854
27418.332149223905,9968.210229991335,28.06122164798542,3284.4820505485854
27418.332149223905,9968.210229991335,28.06122164798542,3284.4820505485854
27418.332149223905,9968.210229991335,28.06122164798542,3284.4820505485854
27418.332149223905,9968.210229991335,28.06122164798542,3284.4820505485854
27418.332149223905,9968.210229991335,28.06122164798542,3284.4820505485854
24972.778530338146,12533.76384887708,726.4284819115405,3284.4820505485854
24972.778530338146,12533.76384887708,726.4284819115405,3284.4820505485854
24972.778530338146,12533.76384887708,726.4284819115405,3284.4820505485854
24972.778530338146,12533.76384887708,726.4284819115405,3284.4820505485854
27425.0134544503,9961.528924764942,210.0714066894877,3284.482050548587
27425.0134544503,9961.528924764942,210.0714066894877,3284.482050548587
27425.0134544503,9961.528924764942,210.0714066894877,3284.482050548587
27425.0134544503,9961.528924764942,210.0714066894877,3284.482050548587
27425.0134544503,9961.528924764942,210.0714066894877,3284.482050548587
27425.0134544503,9961.528924764942,210.0714066894877,3284.482050548587
24972.778530338146,12533.763848877083,824.6427576794896,3284.4820505485854
24972.778530338146,12533.763848877083,824.6427576794896,3284.4820505485854
24972.778530338146,12533.763848877083,824.6427576794896,3284.4820505485854
24972.778530338146,12533.763848877083,824.6427576794896,3284.4820505485854
24972.778530338146,12533.763848877083,824.6427576794896,3284.4820505485854
24972.778530338146,12533.763848877083,824.6427576794896,3284.4820505485854
24972.778530338146,12533.763848877083,824.6427576794896,3284.4820505485854
24972.778530338146,12533.763848877083,824.6427576794896,3284.4820505485854
24972.778530338146,12533.763848877083,824.6427576794896,3284.4820505485854
24258.75,13127.792379215241,291.2029761093124,3284.482050548585
24241.15,13265.392379215245,622.0587498095038,3284.482050548585
24241.15,13265.392379215245,622.0587498095038,3284.482050548585
24241.15,13265.392379215245,622.0587498095038,3284.482050548585
24241.15,13265.392379215245,622.0587498095038,3284.482050548585
24241.15,13265.392379215245,622.0587498095038,3284.482050548585
24241.15,13265.392379215245,622.0587498095038,3284.482050548585
27418.332149223905,9968.210229991331,121.67855849833363,3284.4820505485854
27418.332149223905,9968.210229991331,121.67855849833363,3284.4820505485854
27418.332149223905,9968.210229991331,121.67855849833363,3284.4820505485854
27418.332149223905,9968.210229991331,121.67855849833363,3284.4820505485854
24241.15,13211.009212600437,545.6168333851992,3284.482050548585
24241.15,13211.009212600437,545.6168333851992,3284.482050548585
24241.15,13211.009212600437,545.6168333851992,3284.482050548585
24241.15,13211.009212600437,545.6168333851992,3284.482050548585
24241.15,13211.009212600437,545.6168333851992,3284.482050548585
24241.15,13211.009212600437,545.6168333851992,3284.482050548585
24241.15,13211.009212600437,545.6168333851992,3284.482050548585
24241.15,13211.009212600437,545.6168333851992,3284.482050548585
24241.15,13211.009212600437,545.6168333851992,3284.482050548585
27418.332149223905,9968.210229991335,46.76870274664235,3284.4820505485854
24241.15,13211.009212600437,545.6168333851992,3284.482050548585
24241.15,13211.009212600437,545.6168333851992,3284.482050548585
24241.15,13211.009212600437,545.6168333851992,3284.482050548585
24241.15,13211.009212600437,545.6168333851992,3284.482050548585
24241.15,13211.009212600437,545.6168333851992,3284.482050548585
24241.15,13211.009212600437,545.6168333851992,3284.482050548585
24241.15,13211.009212600437,545.6168333851992,3284.482050548585
24241.15,13211.009212600437,545.6168333851992,3284.482050548585
24241.15,13211.009212600437,545.6168333851992,3284.482050548585
27418.332149223905,9968.210229991335,46.76870274664235,3284.4820505485854
27418.332149223905,9968.210229991335,28.06122164798542,3284.4820505485854
27418.332149223905,9968.210229991335,28.06122164798542,3284.4820505485854
27418.332149223905,9968.210229991335,28.06122164798542,3284.4820505485854
27418.332149223905,9968.210229991335,28.06122164798542,3284.4820505485854
27418.332149223905,9968.210229991335,28.06122164798542,3284.4820505485854
27418.332149223905,9968.210229991335,28.06122164798542,3284.4820505485854
27418.332149223905,9968.210229991335,28.06122164798542,3284.4820505485854
24241.15,13193.152071551727,527.7596923364814,3284.482050548585
24241.15,13193.152071551727,527.7596923364814,3284.482050548585
24241.15,13193.152071551727,527.7596923364814,3284.482050548585
24972.778530338146,12533.763848877083,889.0951253700883,3289.4877280726478
24972.778530338146,12533.763848877083,889.0951253700883,3289.4877280726478
24972.778530338146,12533.763848877083,889.0951253700883,3289.4877280726478
24972.778530338146,12533.763848877083,889.0951253700883,3289.4877280726478
24972.778530338146,12533.763848877083,889.0951253700883,3289.4877280726478
24972.778530338146,12533.763848877083,889.0951253700883,3289.4877280726478
24972.778530338146,12533.763848877083,889.0951253700883,3289.4877280726478
24241.15,13145.392379215242,342.8947001977065,3284.482050548585
24241.15,13145.392379215242,342.8947001977065,3284.482050548585
24241.15,13145.392379215242,342.8947001977065,3284.482050548585
24258.75,13127.792379215241,260.18794165627594,3284.482050548585
24972.778530338146,12533.763848877094,787.8124042665088,3284.482050548586
24972.778530338146,12533.763848877094,787.8124042665088,3284.482050548586
24972.778530338146,12533.763848877094,787.8124042665088,3284.482050548586
24972.778530338146,12533.763848877094,787.8124042665088,3284.482050548586
24972.778530338146,12533.763848877094,787.8124042665088,3284.482050548586
24972.778530338146,12533.763848877094,787.8124042665088,3284.482050548586
24972.778530338146,12533.763848877094,787.8124042665088,3284.482050548586
24972.778530338146,12533.763848877094,787.8124042665088,3284.482050548586
24972.778530338146,12533.763848877094,787.8124042665088,3284.482050548586
24972.778530338146,12533.763848877086,775.5356197955152,3284.482050548586
24972.778530338146,12533.763848877086,775.5356197955152,3284.482050548586
24972.778530338146,12533.763848877086,775.5356197955152,3284.482050548586
24972.778530338146,12533.763848877086,775.5356197955152,3284.482050548586
24972.778530338146,12533.763848877086,775.5356197955152,3284.482050548586
24258.75,13127.792379215241,249.84959683859708,3284.482050548585
24258.75,13127.792379215241,249.84959683859708,3284.482050548585
24258.75,13127.792379215241,249.84959683859708,3284.482050548585
24258.75,13127.792379215241,249.84959683859708,3284.482050548585
24258.75,13127.792379215241,249.84959683859708,3284.482050548585
24972.778530338146,12533.763848877086,691.3864738809976,3284.4820505485854
24972.778530338146,12533.763848877086,691.3864738809976,3284.4820505485854
24972.778530338146,12533.763848877086,691.3864738809976,3284.4820505485854
24972.778530338146,12533.763848877086,691.3864738809976,3284.4820505485854
24972.778530338146,12533.763848877086,691.3864738809976,3284.4820505485854
27418.332149223905,9968.210229991331,180.607123959103,3284.4820505485854
27418.332149223905,9968.210229991331,180.607123959103,3284.4820505485854
27418.332149223905,9968.210229991331,180.607123959103,3284.4820505485854
27418.332149223905,9968.210229991331,180.607123959103,3284.4820505485854
27418.332149223905,9968.210229991331,180.607123959103,3284.4820505485854
24241.15,13145.392379215245,451.0713788397448,3284.482050548585
24972.778530338146,12612.086665912773,999.1614085178392,3340.559151467291
24972.778530338146,12612.086665912773,999.1614085178392,3340.559151467291
24972.778530338146,12612.086665912773,999.1614085178392,3340.559151467291
24972.778530338146,12612.086665912773,999.1614085178392,3340.559151467291
24972.778530338146,12612.086665912773,999.1614085178392,3340.559151467291
24972.778530338146,12612.086665912773,999.1614085178392,3340.559151467291
24972.778530338146,12612.086665912773,999.1614085178392,3340.559151467291
24972.778530338146,12612.086665912773,999.1614085178392,3340.559151467291
24972.778530338146,12612.086665912773,999.1614085178392,3340.559151467291
26927.05054253702,10459.491836678208,374.6824976868952,3284.4820505485854
26927.05054253702,10459.491836678208,374.6824976868952,3284.4820505485854
26927.05054253702,10459.491836678208,374.6824976868952,3284.4820505485854
24241.15,13145.392379215245,374.68249768689554,3284.482050548585
24241.15,13145.392379215245,374.68249768689554,3284.482050548585
24241.15,13145.392379215245,374.68249768689554,3284.482050548585
24241.15,13145.392379215245,374.68249768689554,3284.482050548585
24241.15,13145.392379215245,374.68249768689554,3284.482050548585
24972.778530338146,12533.76384887708,928.3808356772677,3304.8091550910403
24972.778530338146,12533.76384887708,928.3808356772677,3304.8091550910403
24241.15,13255.652065222232,590.2596860069943,3284.482050548585
24241.15,13255.652065222232,590.2596860069943,3284.482050548585
24241.15,13255.652065222232,590.2596860069943,3284.482050548585
27418.332149223905,9968.210229991335,93.5374054932847,3284.4820505485854
27418.332149223905,9968.210229991335,93.5374054932847,3284.4820505485854
27418.332149223905,9968.210229991335,93.5374054932847,3284.4820505485854
27418.332149223905,9968.210229991335,93.5374054932847,3284.4820505485854
27418.332149223905,9968.210229991335,93.5374054932847,3284.4820505485854
27418.332149223905,9968.210229991335,93.5374054932847,3284.4820505485854
27418.332149223905,9968.210229991335,93.5374054932847,3284.4820505485854
24972.778530338146,12533.763848877083,889.0951253700883,3289.4877280726478
24972.778530338146,12533.763848877083,889.0951253700883,3289.4877280726478
24972.778530338146,12533.763848877083,889.0951253700883,3289.4877280726478
24972.778530338146,12533.763848877083,889.0951253700883,3289.4877280726478
24972.778530338146,12533.763848877083,889.0951253700883,3289.4877280726478
24972.778530338146,12533.763848877083,889.0951253700883,3289.4877280726478
24241.15,13145.392379215242,342.8947001977065,3284.482050548585
24241.15,13145.392379215242,342.8947001977065,3284.482050548585
24241.15,13145.392379215242,342.8947001977065,3284.482050548585
24241.15,13145.392379215242,342.8947001977065,3284.482050548585
24241.15,13237.794924173519,572.4025449582763,3284.482050548585
24241.15,13237.794924173519,572.4025449582763,3284.482050548585
24241.15,13237.794924173519,572.4025449582763,3284.482050548585
24241.15,13237.794924173519,572.4025449582763,3284.482050548585
24241.15,13237.794924173519,572.4025449582763,3284.482050548585
24241.15,13237.794924173519,572.4025449582763,3284.482050548585
24241.15,13237.794924173519,572.4025449582763,3284.482050548585
24241.15,13237.794924173519,572.4025449582763,3284.482050548585
27418.332149223905,9968.210229991335,74.82992439462774,3284.4820505485854
27418.332149223905,9968.210229991335,74.82992439462774,3284.4820505485854
24972.778530338146,12533.763848877083,889.0951253700883,3289.4877280726478
24972.778530338146,12533.763848877083,889.0951253700883,3289.4877280726478
24972.778530338146,12533.763848877083,889.0951253700883,3289.4877280726478
24972.778530338146,12533.763848877083,889.0951253700883,3289.4877280726478
24972.778530338146,12533.763848877083,889.0951253700883,3289.4877280726478
24972.778530338146,12533.763848877083,889.0951253700883,3289.4877280726478
24241.15,13145.392379215242,342.8947001977065,3284.482050548585
24241.15,13145.392379215242,342.8947001977065,3284.482050548585
24241.15,13145.392379215242,342.8947001977065,3284.482050548585
24241.15,13145.392379215242,342.8947001977065,3284.482050548585
24241.15,13265.392379215242,668.277232523833,3284.4820505485854
